recruitType,year,ranking,name,school,committedTo,position,height,weight,stars,rating,city,stateProvince,country
HighSchool,2016,41,Shane Simmons,DeMatha Catholic,Penn State,WDE,76,221,4,0.9781,Hyattsville,MD,
HighSchool,2016,42,Baveon Johnson,Lake Gibson,Florida State,OC,75,310,4,0.9769,Lakeland,FL,
HighSchool,2016,43,Demario McCall,North Ridgeville,Ohio State,APB,69.5,171,4,0.9761,North Ridgeville,OH,
HighSchool,2016,44,Nate Craig-Myers,Tampa Catholic,Auburn,WR,74,205,4,0.9761,Tampa,FL,
HighSchool,2016,45,Chauncey Gardner,Cocoa,Florida,CB,72,194,4,0.976,Cocoa,FL,
HighSchool,2016,46,KJ Costello,Santa Margarita Catholic,Stanford,PRO,76,213,4,0.9746,Rancho Santa Margarita,CA,
HighSchool,2016,47,Malik Henry,Long Beach Poly,Florida State,PRO,75,185,4,0.9744,Long Beach,CA,
HighSchool,2016,48,Saivion Smith,IMG Academy,LSU,CB,73,175,4,0.9744,Bradenton,FL,
HighSchool,2016,49,Antwuan Jackson Jr.,Cedar Grove,Auburn,DT,74.25,305,4,0.9736,Ellenwood,GA,
HighSchool,2016,50,Patrick Hudson,Silsbee,Texas,OG,77.5,325,4,0.9735,Silsbee,TX,
HighSchool,2016,51,Brian Burns,American Heritage,Florida State,WDE,76.5,209,4,0.9734,Fort Lauderdale,FL,
HighSchool,2016,52,Deontay Anderson,Manvel,Ole Miss,S,73,192,4,0.9732,Manvel,TX,
HighSchool,2016,53,N'Keal Harry,Chandler,Arizona State,WR,76,210,4,0.9732,Chandler,AZ,
HighSchool,2016,54,Feleipe Franks,Wakulla,Florida,PRO,77.5,210,4,0.9721,Crawfordville,FL,
HighSchool,2016,55,Eric Monroe,North Shore,LSU,S,72,180,4,0.9715,Houston,TX,
HighSchool,2016,56,Justin Madubuike,McKinney North,Texas A&M,SDE,74.5,250,4,0.9714,Mckinney,TX,
HighSchool,2016,57,Tre Lamar,Roswell,Clemson,ILB,76,240,4,0.9698,Roswell,GA,
HighSchool,2016,58,Nigel Warrior,Peachtree Ridge,Tennessee,S,72,186,4,0.969,Suwanee,GA,
HighSchool,2016,59,Jeffrey McCulloch,Aldine Davis,Texas,OLB,74.5,230,4,0.9678,Houston,TX,
HighSchool,2016,60,Trayvon Mullen,Coconut Creek,Clemson,CB,73,168,4,0.9676,Pompano Beach,FL,
HighSchool,2016,61,Brandon Peters,Avon,Michigan,PRO,76.5,209,4,0.9674,Avon,IN,
HighSchool,2016,62,Nigel Knott,Germantown,Alabama,CB,71,175,4,0.9669,Madison,MS,
HighSchool,2016,63,Michael Divinity,John Ehret,LSU,OLB,74,218,4,0.9667,Marrero,LA,
HighSchool,2016,64,Terrell Hall,St. John's College HS,Alabama,WDE,77,250,4,0.9663,Washington,DC,
HighSchool,2016,65,David Long,Loyola,Michigan,CB,72,175,4,0.9658,Los Angeles,CA,
HighSchool,2016,66,Edwin Alexander,St. Thomas Aquinas,LSU,DT,74,310,4,0.9653,Hammond,LA,
HighSchool,2016,67,Shavar Manuel,IMG Academy,Florida State,DT,76,290,4,0.9651,Bradenton,FL,
HighSchool,2016,68,Julian Rochester,McEachern,Georgia,DT,77,321,4,0.9648,Powder Springs,GA,
HighSchool,2016,69,Michael Pittman Jr.,Oaks Christian,USC,WR,76,209,4,0.9645,Thousand Oaks,CA,
HighSchool,2016,70,Curtis Robinson,Mater Dei,Stanford,OLB,74.75,210,4,0.9644,Santa Ana,CA,
HighSchool,2016,71,Shyheim Carter,Kentwood,Alabama,CB,72,190,4,0.9644,Kentwood,LA,
HighSchool,2016,72,Kyle Davis,Archer,Auburn,WR,73.5,218,4,0.9632,Lawrenceville,GA,
HighSchool,2016,73,Terrance Davis,DeMatha Catholic,Maryland,OG,76,305,4,0.9628,Hyattsville,MD,
HighSchool,2016,74,Erick Fowler,Manor,Texas,OLB,73,226,4,0.9627,Manor,TX,
HighSchool,2016,75,Devin Asiasi,De La Salle,Michigan,TE,75,270,4,0.9626,Concord,CA,
HighSchool,2016,76,Austin Mack,Bishop Luers,Ohio State,WR,74,205,4,0.9614,Fort Wayne,IN,
HighSchool,2016,77,Jarrett Guarantano,Bergen Catholic,Tennessee,DUAL,76,201,4,0.9612,Oradell,NJ,
HighSchool,2016,78,Shaq Smith,IMG Academy,Clemson,ILB,75,239,4,0.961,Bradenton,FL,
HighSchool,2016,79,Landon Young,Lafayette,Kentucky,OT,79,270,4,0.9609,Lexington,KY,
HighSchool,2016,80,Liam Eichenberg,St. Ignatius,Notre Dame,OT,78,290,4,0.9603,Cleveland,OH,
HighSchool,2016,81,Lamar Jackson,Franklin,Nebraska,S,75,205,4,0.9582,Elk Grove,CA,
HighSchool,2016,82,Sam Bruce,St. Thomas Aquinas,Miami,WR,68,180,4,0.9571,Fort Lauderdale,FL,
HighSchool,2016,83,Darvis Holmes,Long County,Missouri,OT,78,325,4,0.9566,Lincolnton,GA,
HighSchool,2016,84,Raekwon Davis,Meridian,Alabama,DT,78.5,327,4,0.9562,Meridian,MS,
HighSchool,2016,85,E.J. Price,Archer,USC,OT,78,311,4,0.956,Lawrenceville,GA,
HighSchool,2016,86,Janarius Robinson,Bay,Florida State,WDE,76.75,236,4,0.9554,Panama City,FL,
HighSchool,2016,87,Tyler Byrd,Naples,Tennessee,CB,71.5,194,4,0.9552,Naples,FL,
HighSchool,2016,88,Dwayne Haskins,The Bullis School,Ohio State,PRO,75,198,4,0.955,Potomac,MD,
HighSchool,2016,89,Michael Onwenu,Cass Technical,Michigan,OG,75,360,4,0.9549,Detroit,MI,
HighSchool,2016,90,Dontavious Jackson,Alief Elsik,Florida State,ILB,74,239,4,0.954,Houston,TX,
HighSchool,2016,91,Keandre Jones,Good Counsel,Ohio State,OLB,75,210,4,0.9539,Olney,MD,
HighSchool,2016,92,Ben Cleveland,Stephens County,Georgia,OT,78,319,4,0.9528,Toccoa,GA,
HighSchool,2016,93,Carter Coughlin,Eden Prairie,Minnesota,OLB,76,223,4,0.9528,Eden Prairie,MN,
HighSchool,2016,94,Kendell Jones,Shoemaker,Alabama,DT,77,375,4,0.9526,Killeen,TX,
HighSchool,2016,95,Jamel Cook,Miami Central,USC,ATH,76,190,4,0.9526,Miami,FL,
HighSchool,2016,96,Josh King,Hinsdale South,Michigan State,SDE,78.5,245,4,0.9524,Darien,IL,
HighSchool,2016,97,Devwah Whaley,Beaumont Central,Arkansas,RB,72,209,4,0.9523,Beaumont,TX,
HighSchool,2016,98,Byron Murphy,Saguaro,Washington,CB,70.75,164,4,0.9518,Scottsdale,AZ,
HighSchool,2016,99,Xavier Kelly,East,Clemson,WDE,76.5,240,4,0.951,Wichita,KS,
HighSchool,2016,100,Binjimen Victor,Coconut Creek,Ohio State,WR,76,180,4,0.95,Fort Lauderdale,FL,
HighSchool,2016,101,Kareem Walker,De Paul Catholic,Michigan,RB,73,210,4,0.9498,Wayne,NJ,
HighSchool,2016,102,Auston Robertson,Wayne,Michigan State,WDE,77,260,4,0.9495,Fort Wayne,IN,
HighSchool,2016,103,Theo Howard,Westlake,UCLA,WR,73,175,4,0.9492,Thousand Oaks,CA,
HighSchool,2016,104,Marquez Callaway,Warner Robins,Tennessee,ATH,74,185,4,0.949,Warner Robins,GA,
HighSchool,2016,105,Tren'Davian Dickson,Navasota,Houston,WR,71,163,4,0.9488,Navasota,TX,
HighSchool,2016,106,Kellen Diesch,Byron Nelson,Texas A&M,OT,79,270,4,0.948,Trophy Club,TX,
HighSchool,2016,107,Boss Tagaloa,De La Salle,UCLA,DT,75,295,4,0.947,Concord,CA,
HighSchool,2016,108,Donnie Corley,Martin Luther King,Michigan State,WR,74.5,185,4,0.9467,Wyandotte,MI,
HighSchool,2016,109,Tramonda Moore,John Marshall,Oklahoma State,OT,78,330,4,0.9466,Oklahoma City,OK,
HighSchool,2016,110,Shaquille Quarterman,Oakleaf,Miami,ILB,72.25,233,4,0.9465,Orange Park,FL,
HighSchool,2016,111,Javon McKinley,Centennial,Notre Dame,WR,73.75,194,4,0.9464,Corona,CA,
HighSchool,2016,112,Keith Gavin,Wakulla,Florida State,WR,75,219,4,0.9457,Crawfordville,FL,
HighSchool,2016,113,D.K. Metcalf,Oxford,Ole Miss,WR,75.75,205,4,0.9445,Oxford,MS,
HighSchool,2016,114,Trevon Diggs,The Avalon School,Alabama,ATH,72,183,4,0.9441,Rockville,MD,
HighSchool,2016,115,Jordan Elliott,Westside,Texas,DT,75.5,306,4,0.944,Houston,TX,
HighSchool,2016,116,Chauncey Manac,Clinch County,Georgia,WDE,75,250,4,0.9439,Homerville,GA,
HighSchool,2016,117,Jean Delance,North Mesquite,Texas,OT,77,291,4,0.9436,Mesquite,TX,
HighSchool,2016,118,John Raridon,Valley,Nebraska,OG,74,258,4,0.9435,West Des Moines,IA,
HighSchool,2016,119,Michail Carter,Jackson,Georgia,DT,76,302,4,0.943,Jackson,GA,
HighSchool,2016,120,Kekoa Crawford,Santa Margarita Catholic,Michigan,WR,73,186,4,0.9425,Rancho Santa Margarita,CA,
HighSchool,2016,121,Jake Hausmann,Archbishop Moeller,Ohio State,TE,76.5,230,4,0.9414,Cincinnati,OH,
HighSchool,2016,122,Eli Stove,Niceville,Auburn,WR,73,178,4,0.9413,Niceville,FL,
HighSchool,2016,123,Stephen Sullivan,Donaldsonville,LSU,WR,77,230,4,0.9407,Donaldsonville,LA,
HighSchool,2016,124,Drake Davis,IMG Academy,LSU,WR,76,215,4,0.9406,Bradenton,FL,
HighSchool,2016,125,Sewo Olonilua,Kingwood,TCU,ATH,74.5,217,4,0.9399,Humble,TX,
HighSchool,2016,126,Breland Brandt,Windward School,UCLA,WDE,75.25,209,4,0.9395,Los Angeles,CA,
HighSchool,2016,127,Freddie Swain,North Marion,Florida,WR,73,188,4,0.9389,Citra,FL,
HighSchool,2016,128,Michael Jordan,Plymouth,Ohio State,OT,77.75,305,4,0.9387,Canton,MI,
HighSchool,2016,129,Quartney Davis,Langham Creek,Texas A&M,WR,74.5,181,4,0.9383,Houston,TX,
HighSchool,2016,130,Isaiah Chambers,Aldine MacArthur,TCU,SDE,75.5,258,4,0.9383,Houston,TX,
HighSchool,2016,131,Jordan Fuller,Old Tappan,Ohio State,ATH,73.5,196,4,0.9377,Westwood,NJ,
HighSchool,2016,132,Lokeni Toailoa,Wilmer Amina Carter,UCLA,ILB,73,212,4,0.9372,Rialto,CA,
HighSchool,2016,133,Daelin Hayes,Skyline,Notre Dame,OLB,76,249,4,0.9371,Ann Arbor,MI,
HighSchool,2016,134,Charlie Woerner,Rabun County,Georgia,WR,77,230,4,0.9369,Tiger,GA,
HighSchool,2016,135,Devin White,North Webster,LSU,RB,72.5,258,4,0.9366,Springhill,LA,
HighSchool,2016,136,Lavert Hill,Martin Luther King,Michigan,CB,70,172,4,0.9359,Detroit,MI,
HighSchool,2016,137,Brendan Ferns,St. Clairsville,West Virginia,ILB,74,215,4,0.935,Saint Clairsville,OH,
HighSchool,2016,138,Donavaughn Campbell,Ponchatoula,LSU,OG,76,347,4,0.9343,Ponchatoula,LA,
HighSchool,2016,139,Scott Bracey,Benedictine,Duke,ATH,75,210,4,0.9343,Richmond,VA,
HighSchool,2016,140,Cole Van Lanen,Bay Port,Wisconsin,OT,77,283,4,0.9343,Green Bay,WI,
HighSchool,2016,141,Trevon Sidney,Bishop Amat,USC,WR,71,157,4,0.9336,La Puente,CA,
HighSchool,2016,142,Drake Jackson,Woodford County,Kentucky,OC,73.25,290,4,0.9331,Versailles,KY,
HighSchool,2016,143,Camilo Eifler,Bishop O'Dowd,Washington,OLB,73.25,215,4,0.932,Oakland,CA,
HighSchool,2016,144,Krys Barnes,Liberty,UCLA,ILB,74,220,4,0.9318,Bakersfield,CA,
HighSchool,2016,145,Aaron Hansford,St. John's College HS,Texas A&M,OLB,74,210,4,0.9318,Washington,DC,
HighSchool,2016,146,Cornell Powell,J.H. Rose,Clemson,WR,74,200,4,0.9314,Greenville,NC,
HighSchool,2016,147,Brandon Bowen,Byron Nelson,TCU,WDE,77,227,4,0.9311,Trophy Club,TX,
HighSchool,2016,148,Jared Mayden,Sachse,Alabama,CB,73,190,4,0.9307,Sachse,TX,
HighSchool,2016,149,Ahmmon Richards,Wellington,Miami,WR,73.5,171,4,0.9306,West Palm Beach,FL,
HighSchool,2016,150,Damar Hamlin,Central Catholic,Pittsburgh,CB,73,175,4,0.9305,Pittsburgh,PA,
HighSchool,2016,151,Josh Imatorbhebhe,North Gwinnett,USC,WR,74,205,4,0.9294,Suwanee,GA,
HighSchool,2016,152,John Simpson,Fort Dorchester,Clemson,OG,76,290,4,0.9293,North Charleston,SC,
HighSchool,2016,153,George Hill,Hubbard,Pittsburgh,ATH,72,200,4,0.9288,Hubbard,OH,
HighSchool,2016,154,Carlos Becker,Osceola,Florida State,CB,74,185,4,0.9287,Kissimmee,FL,
HighSchool,2016,155,Amani Bledsoe,Lawrence,Oklahoma,SDE,77,263,4,0.9287,Lawrence,KS,
HighSchool,2016,156,Naseir Upshur,Imhotep Institute,Florida State,TE,74,233,4,0.9286,Philadelphia,PA,
HighSchool,2016,157,Simi Fehoko,Brighton,Stanford,WR,75.5,182,4,0.9285,Salt Lake City,UT,
HighSchool,2016,158,Damian Alloway,Summit,UCLA,APB,68.5,170,4,0.9282,Fontana,CA,
HighSchool,2016,159,Jordan Parker,Pittsburg Senior,Oklahoma,CB,71,180,4,0.9282,Pittsburg,CA,
HighSchool,2016,160,Quinnen Williams,Wenonah Sch,Alabama,DT,76,265,4,0.9281,Birmingham,AL,
HighSchool,2016,161,Glen Logan,Destrehan,LSU,DT,76,290,4,0.928,Destrehan,LA,
HighSchool,2016,162,Dillon Mitchell,White Station,Oregon,WR,72.5,191,4,0.928,Memphis,TN,
HighSchool,2016,163,Tyler Gerald,IMG Academy,Ohio State,OG,77,300,4,0.9275,Portsmouth,OH,
HighSchool,2016,164,Joshua Hammond,Hallandale,Florida,WR,72.5,180,4,0.9274,Hallandale,FL,
HighSchool,2016,165,Jauan Williams,Archbishop Carroll,Florida State,OT,79,303,4,0.927,Washington,DC,
HighSchool,2016,166,Elijah Holyfield,Woodward Academy,Georgia,RB,70,204,4,0.9266,Atlanta,GA,
HighSchool,2016,167,Ahmir Mitchell,Cedar Creek,Rutgers,ATH,75,206,4,0.9265,Egg Harbor City,NJ,
HighSchool,2016,168,Karamo Dioubate,Prep Charter,Temple,DT,75,279,4,0.9263,Philadelphia,PA,
HighSchool,2016,169,Antonio Williams,North Stanly,Ohio State,RB,71,210,4,0.9261,New London,NC,
HighSchool,2016,170,Chase Claypool,Abbotsford,Notre Dame,WR,77,205,4,0.9258,Abbotsford,BC,
HighSchool,2016,171,Brandon McIlwain,Council Rock North,South Carolina,DUAL,72,200,4,0.9253,Newtown,PA,
HighSchool,2016,172,Jack Allison,Palmetto,Miami,PRO,77,200,4,0.9253,Palmetto,FL,
HighSchool,2016,173,Jaquan Yulee,Indian River,Marshall,ILB,72,252,4,0.925,Chesapeake,VA,
HighSchool,2016,174,Willie Allen,John Curtis,LSU,OT,79.5,300,4,0.9246,New Orleans,LA,
HighSchool,2016,175,Octavious Cooley,Laurel,Ole Miss,TE,75,220,4,0.9242,Laurel,MS,
HighSchool,2016,176,Deonte Brown,Austin,Alabama,OG,75,350,4,0.9237,Decatur,AL,
HighSchool,2016,177,Jalen Hurts,Channelview,Alabama,DUAL,74,208,4,0.9231,Channelview,TX,
HighSchool,2016,178,Chris Owens,Lamar,Alabama,OG,74.5,312,4,0.9229,Arlington,TX,
HighSchool,2016,179,Marquill Osborne,William Amos Hough,Tennessee,CB,71,180,4,0.9228,Cornelius,NC,
HighSchool,2016,180,Ellison Jordan,Gilman,Penn State,DT,72,270,4,0.9225,Baltimore,MD,
HighSchool,2016,181,Darian Owens,Clovis West,,WR,72,190,4,0.9225,Fresno,CA,
HighSchool,2016,182,Tre Nixon,Viera,Ole Miss,WR,73,170,4,0.9224,Melbourne,FL,
HighSchool,2016,183,Chris Daniels,Trinity,Texas,DT,75.5,299,4,0.9222,Euless,TX,
HighSchool,2016,184,Garrett Rand,Hamilton,Wisconsin,DT,73.5,261,4,0.9219,Chandler,AZ,
HighSchool,2016,185,Michael Eletise,Kaiser,Arizona,OG,76,313,4,0.9213,Honolulu,HI,
HighSchool,2016,186,Austin Kendall,Cuthbertson High School,Oklahoma,PRO,74,210,4,0.9212,Waxhaw,NC,
HighSchool,2016,187,Clark Yarbrough,Woodberry Forest,Stanford,OT,77.5,270,4,0.9211,Woodberry Forest,VA,
HighSchool,2016,188,Dee Anderson,DeSoto,LSU,WR,77,205,4,0.9211,DeSoto,TX,
HighSchool,2016,189,Shane Buechele,Lamar,Texas,DUAL,74,185,4,0.921,Arlington,TX,
HighSchool,2016,190,Khalid Kareem,Harrison,Notre Dame,SDE,76,260,4,0.9207,Farmington,MI,
HighSchool,2016,191,Luke Farrell,Perry,Ohio State,TE,78,244,4,0.9206,Perry,OH,
HighSchool,2016,192,Diondre Overton,Page,Clemson,WR,77,200,4,0.9205,Greensboro,NC,
HighSchool,2016,193,Scott Lashley,West Point,Alabama,OT,78,300,4,0.92,West Point,MS,
HighSchool,2016,194,Tristen Wallace,DeSoto,Oregon,ATH,75,228,4,0.9197,DeSoto,TX,
HighSchool,2016,195,Brandon Burton,Junipero Serra,UCLA,S,74,195,4,0.9197,Gardena,CA,
HighSchool,2016,196,Rahssan Thornton,Shoemaker,LSU,WDE,75.5,225,4,0.9196,Killeen,TX,
HighSchool,2016,197,Justin Layne,Benedictine,Michigan State,WR,75,180,4,0.9195,Cleveland,OH,
HighSchool,2016,198,Josh Ball,Stafford Sr.,Florida State,OT,79,297,4,0.9192,Fredericksburg,VA,
HighSchool,2016,199,Clyde Chriss,Warren Easton,Texas A&M,WR,72,170,4,0.9191,New Orleans,LA,
HighSchool,2016,200,Mark Jackson Jr.,Steele,Oklahoma,WDE,74.5,221,4,0.9191,Cibolo,TX,
HighSchool,2016,201,Patrick O'Brien,San Juan Hills,Nebraska,PRO,76,225,4,0.9189,San Juan Capistrano,CA,
HighSchool,2016,202,Collin Johnson,Valley Christian,Texas,WR,78,200,4,0.9188,San Jose,CA,
HighSchool,2016,203,Andre Anthony,Edna Karr,LSU,WDE,75,214,4,0.9181,New Orleans,LA,
HighSchool,2016,204,Andrew Fitzgerald,Marcus,Texas,SDE,77,250,4,0.9178,Flower Mound,TX,
HighSchool,2016,205,Khalil Tate,Junipero Serra,Arizona,ATH,74,203,4,0.9177,Gardena,CA,
HighSchool,2016,206,Jawon Pass,Carver,Louisville,DUAL,76,209,4,0.9171,Columbus,GA,
HighSchool,2016,207,Keion Joyner,Havelock,Florida State,OLB,75,200,4,0.917,Havelock,NC,
HighSchool,2016,208,Joejuan Williams,Hendersonville,Vanderbilt,CB,74,195,4,0.9163,Hendersonville,TN,
HighSchool,2016,209,Prince Sammons,Cincinnati Hills Christian Academy,Auburn,SDE,80,280,4,0.9163,Cincinnati,OH,
HighSchool,2016,210,Melquise Stovall,Paraclete,California,APB,67.75,182,4,0.9159,Lancaster,CA,
HighSchool,2016,211,T.J. Chase,Plant City,Clemson,WR,74,167,4,0.9158,Plant City,FL,
HighSchool,2016,212,Frank Martin II,Mater Dei,USC,OT,76,287,4,0.9152,Santa Ana,CA,
HighSchool,2016,213,Naquan Jones,Evanston Township,Michigan State,DT,76,283,4,0.9151,Evanston,IL,
HighSchool,2016,214,Daniel Bituli,Nashville Christian School,Tennessee,OLB,76,230,4,0.9147,Nashville,TN,
HighSchool,2016,215,Woody Barrett,West Orange,Auburn,DUAL,74,225,4,0.9147,Orlando,FL,
HighSchool,2016,216,Vavae Malepeai,Mililani,USC,RB,71.5,195,4,0.9147,Mililani,HI,
HighSchool,2016,217,Joe Jackson,Gulliver Prep,Miami,WDE,77,245,4,0.9146,Miami,FL,
HighSchool,2016,218,Jaylon Jones,Allen,Ole Miss,CB,71,182,4,0.9145,Allen,TX,
HighSchool,2016,219,Amir Rasul,Coral Gables Senior,Florida State,RB,70,200,4,0.9142,Miami,FL,
HighSchool,2016,220,Bryce Youngquist,Los Osos,Oklahoma,OLB,73,215,4,0.9141,Rancho Cucamonga,CA,
HighSchool,2016,221,Landon Rice,Calhoun,Auburn,TE,77,250,4,0.9134,Calhoun,GA,
HighSchool,2016,222,Trishton Jackson,West Bloomfield,Michigan State,WR,75,190,4,0.9134,West Bloomfield,MI,
HighSchool,2016,223,Austin Capps,Star City,Arkansas,DT,75.5,307,4,0.9133,Star City,AR,
HighSchool,2016,224,Brandon Wellington,Eastside Catholic,Washington,OLB,72,215,4,0.9129,Bellevue,WA,
HighSchool,2016,225,Andraez Williams,Calvary Baptist Academy,LSU,CB,74,166,4,0.9122,Shreveport,LA,
HighSchool,2016,226,Bryan Edwards,Conway,South Carolina,WR,75,208,4,0.9114,Conway,SC,
HighSchool,2016,227,Sean McGrew,St. John Bosco,Washington,APB,68,175,4,0.9113,Bellflower,CA,
HighSchool,2016,228,Shurod Thompson,Liberty,Marshall,S,74,202,4,0.9108,Brentwood,CA,
HighSchool,2016,229,Chase Lucas,Chandler,Arizona State,ATH,71,161,4,0.9106,Chandler,AZ,
HighSchool,2016,230,Jaleel Laguins,Oconee County,Georgia,ILB,74,209,4,0.9106,Watkinsville,GA,
HighSchool,2016,231,Cameron Chambers,Timber Creek,Michigan State,WR,73.5,204,4,0.9103,Sicklerville,NJ,
HighSchool,2016,232,Demetric Vance,Cass Technical,Michigan State,S,73.75,193,4,0.91,Detroit,MI,
HighSchool,2016,233,Austin Myers,Manvel,TCU,OT,77,295,4,0.9098,Manvel,TX,
HighSchool,2016,234,Travon Fuller,Athens,Texas A&M,CB,73,170,4,0.9095,Athens,TX,
HighSchool,2016,235,D'Vaughn Pennamon,Manvel,Ole Miss,APB,71,220,4,0.9091,Manvel,TX,
HighSchool,2016,236,Mykel Jones,Patterson,Oklahoma,WR,72,180,4,0.9091,Patterson,LA,
HighSchool,2016,237,Troy Pride Jr.,Greer,Notre Dame,CB,72,175,4,0.9089,Greer,SC,
HighSchool,2016,238,JP Urquidez,Copperas Cove,Texas,OT,77.5,300,4,0.9088,Copperas Cove,TX,
HighSchool,2016,239,Jamal Pettigrew,St. Augustine,LSU,TE,78,229,4,0.9088,New Orleans,LA,
HighSchool,2016,240,Bryce Mathews,Brentwood Academy,Ole Miss,OT,77.5,280,4,0.9086,Brentwood,TN,
HighSchool,2016,241,Devery Hamilton,Gilman,Stanford,OT,78,290,4,0.9085,Baltimore,MD,
HighSchool,2016,242,Zerrick Cooper,Jonesboro,Clemson,DUAL,76,206,4,0.9083,Jonesboro,GA,
HighSchool,2016,243,Travis Homer,Oxbridge Academy,Miami,RB,71,195,4,0.908,West Palm Beach,FL,
HighSchool,2016,244,Kyle Meyers,Holy Cross,Florida State,CB,72,170,4,0.9076,New Orleans,LA,
HighSchool,2016,245,T.J. Hammonds,Joe T. Robinson,Arkansas,ATH,71.5,195,4,0.9072,Little Rock,AR,
HighSchool,2016,246,Jake Bentley,Opelika,South Carolina,PRO,75.5,219,4,0.9068,Opelika,AL,
HighSchool,2016,247,Tyler Clark,Americus Sumter County South,Georgia,DT,75,290,4,0.9066,Americus,GA,
