recruitType,year,ranking,name,school,committedTo,position,height,weight,stars,rating,city,stateProvince,country
HighSchool,2005,19,Antone Smith,Pahokee,Florida State,RB,68,180,5,0.9932,Pahokee,FL,
HighSchool,2005,20,Melvin Alaeze,Randallstown,Maryland,SDE,74,275,5,0.9916,Randallstown,MD,
HighSchool,2005,21,Kevin Grady,East Grand Rapids,Michigan,RB,70,225,5,0.9914,Grand Rapids,MI,
HighSchool,2005,22,DeSean Jackson,Long Beach Poly,California,WR,71,175,5,0.991,Long Beach,CA,
HighSchool,2005,23,Jamario O'Neal,Glenville,Ohio State,CB,73,205,5,0.9908,Cleveland,OH,
HighSchool,2005,24,Jerrell Powe,Wayne County,Ole Miss,DT,75,350,5,0.989,Waynesboro,MS,
HighSchool,2005,25,Jason Gwaltney,North Babylon,West Virginia,RB,72,235,5,0.9888,North Babylon,NY,
HighSchool,2005,26,Toney Baker,Lucy Ragsdale,NC State,RB,70,216,5,0.9884,Jamestown,NC,
HighSchool,2005,27,Luthur Brown,Lakewood,USC,ILB,75,225,5,0.9878,Lakewood,CA,
HighSchool,2005,28,Kade Weston,Red Bank Catholic,Georgia,DT,77,315,5,0.9878,Red Bank,NJ,
HighSchool,2005,29,Roy Miller,Shoemaker,Texas,DT,74,295,5,0.9867,Killeen,TX,
HighSchool,2005,30,Anthony Moeaki,Wheaton Warrenville South,Iowa,TE,76,250,5,0.9859,Wheaton,IL,
HighSchool,2005,31,Brian Cushing,Bergen Catholic,USC,OLB,75,225,5,0.9859,Park Ridge,NJ,
HighSchool,2005,32,Darren McFadden,Oak Grove,Arkansas,RB,73,200,5,0.9855,North Little Rock,AR,
HighSchool,2005,33,Dan Doering,Barrington,Iowa,OT,78,300,5,0.9853,Barrington,IL,
HighSchool,2005,34,Marques Slocum,West Philadelphia Catholic,Michigan,OG,77,335,5,0.9853,Philadelphia,PA,
HighSchool,2005,35,Derek Pegues,South Panola,Mississippi State,CB,70,192,5,0.9851,Batesville,MS,
HighSchool,2005,36,Dace Richardson,Wheaton Warrenville South,Iowa,OT,78,300,5,0.9845,Wheaton,IL,
HighSchool,2005,37,DajLeon Farr,North Shore,Miami,TE,77,240,5,0.9837,Houston,TX,
HighSchool,2005,38,Michael Oher,Briarcrest Christian,Ole Miss,OT,77,330,5,0.9833,Memphis,TN,
HighSchool,2005,39,Victor Harris,Highland Springs,Virginia Tech,CB,72,185,4,0.9827,Highland Springs,VA,
HighSchool,2005,40,Averell Spicer,Rancho Cucamonga,USC,SDE,74,265,4,0.9827,Rancho Cucamonga,CA,
HighSchool,2005,41,Travis Beckum,Oak Creek,Wisconsin,OLB,75,220,4,0.9827,Oak Creek,WI,
HighSchool,2005,42,Derek Nicholson,Mount Tabor,Florida State,ILB,72,220,4,0.9825,Winston Salem,NC,
HighSchool,2005,43,Geno Hayes,Madison County,Florida State,OLB,73,210,4,0.9823,Madison,FL,
HighSchool,2005,44,Reggie Smith,Santa Fe,Oklahoma,CB,73,190,4,0.9821,Edmond,OK,
HighSchool,2005,45,Rico McCoy,St. John's College HS,Tennessee,OLB,73,215,4,0.9813,Washington,DC,
HighSchool,2005,46,Ryan Reynolds,Bishop Gorman,Oklahoma,OLB,74,220,4,0.9797,Las Vegas,NV,
HighSchool,2005,47,Ndamukong Suh,Grant,Nebraska,DT,76,280,4,0.9797,Portland,OR,
HighSchool,2005,48,LaMarcus Coker,Antioch,Tennessee,RB,70,185,4,0.9793,Antioch,TN,
HighSchool,2005,49,Selwyn Lymon,Paul Harding,Purdue,WR,77,195,4,0.9787,Fort Wayne,IN,
HighSchool,2005,50,Jonathan Crompton,Tuscola,Tennessee,PRO,75,215,4,0.9785,Waynesville,NC,
HighSchool,2005,51,Mario Manningham,Warren G Harding,Michigan,WR,72,180,4,0.9785,Warren,OH,
HighSchool,2005,52,C.J. Byrd,North Augusta,Georgia,S,75,185,4,0.9775,North Augusta,SC,
HighSchool,2005,53,Rashard Mendenhall,Niles West,Illinois,RB,71,205,4,0.9775,Skokie,IL,
HighSchool,2005,54,Malcolm Kelly,Longview,Oklahoma,WR,76,200,4,0.9767,Longview,TX,
HighSchool,2005,55,Chris Scott,Lovejoy,Tennessee,OG,77,300,4,0.9767,Hampton,GA,
HighSchool,2005,56,Antonio Bass,Jackson,Michigan,WR,73,195,4,0.9767,Jackson,MI,
HighSchool,2005,57,Doug Worthington,St. Francis,Ohio State,SDE,77,275,4,0.9759,Attica,NY,
HighSchool,2005,58,Matt Hardrick,Edgewater,,OT,77,338,4,0.9757,Orlando,FL,
HighSchool,2005,59,Ekom Udofia,Chaparral,Stanford,DT,74,300,4,0.9757,Paradise Valley,AZ,
HighSchool,2005,60,Curtis Lofton,Kingfisher,Oklahoma,ILB,73,225,4,0.9757,Kingfisher,OK,
HighSchool,2005,61,Will Harris,Charter Oak,USC,S,74,195,4,0.9749,Covina,CA,
HighSchool,2005,62,Mohamed Massaquoi,Independence,Georgia,WR,74,190,4,0.9747,Charlotte,NC,
HighSchool,2005,63,Kevin Thomas,Rio Mesa,USC,CB,72,178,4,0.9747,Oxnard,CA,
HighSchool,2005,64,Avery Atkins,Mainland,Florida,CB,71,185,4,0.9747,Daytona Beach,FL,
HighSchool,2005,65,Al Jones,St. Augustine,LSU,WDE,75,240,4,0.9735,New Orleans,LA,
HighSchool,2005,66,Keenan Clayton,Sulphur Springs,Oklahoma,S,74,205,4,0.9729,Sulphur Springs,TX,
HighSchool,2005,67,Bryan Evans,Ed White,Georgia,CB,72,175,4,0.9711,Jacksonville,FL,
HighSchool,2005,68,Spencer Adkins,Naples,Miami,OLB,73,228,4,0.9705,Naples,FL,
HighSchool,2005,69,Josh McNeil,Collins,Tennessee,OC,76,290,4,0.9693,Collins,MS,
HighSchool,2005,70,Eric Huggins,Conway,Oklahoma,WR,75,190,4,0.9691,Conway,SC,
HighSchool,2005,71,O.J. Murdock,Middleton,South Carolina,WR,72,185,4,0.9679,Tampa,FL,
HighSchool,2005,72,Anthony Felder,O'Dea,California,ILB,75,225,4,0.9677,Seattle,WA,
HighSchool,2005,73,Carlos Thomas,Banneker,South Carolina,CB,71,175,4,0.9665,Atlanta,GA,
HighSchool,2005,74,Nic Harris,Alexandria,Oklahoma,OLB,75,210,4,0.9631,Alexandria,LA,
HighSchool,2005,75,James McKinney,Louisville Central,Michigan,DT,74,280,4,0.9612,Louisville,KY,
HighSchool,2005,76,Chris Keys,North Jackson,Alabama,S,74,210,4,0.9574,Stevenson,AL,
HighSchool,2005,77,Jamaal Charles,McAllen,Texas,RB,72,185,4,0.9554,Brownsville,TX,
HighSchool,2005,78,Leon Jackson,Pasco Senior,Hawai'i,ATH,74,210,4,0.9544,Pasco,WA,
HighSchool,2005,79,Jamie Robinson,Northwestern,Florida State,CB,73,185,4,0.9508,Rock Hill,SC,
HighSchool,2005,80,Cary Harris,Notre Dame,USC,CB,73,180,4,0.9507,Sherman Oaks,CA,
HighSchool,2005,81,Matt Reynolds,Timpview,BYU,OT,77,270,4,0.9503,Provo,UT,
HighSchool,2005,82,Josh Portis,Taft,Florida,DUAL,75,200,4,0.9501,Woodland Hills,CA,
HighSchool,2005,83,Jake Christensen,Lockport Township Sch East,Iowa,DUAL,73,200,4,0.9478,Lockport,IL,
HighSchool,2005,84,Kaluka Maiava,Henry Perrine Baldwin,USC,OLB,72,215,4,0.9469,Wailuku,HI,
HighSchool,2005,85,Curtis Crouch,E E Smith,NC State,OT,77,322,4,0.9464,Fayetteville,NC,
HighSchool,2005,86,Terrance Taylor,Muskegon,Michigan,DT,73,285,4,0.946,Muskegon,MI,
HighSchool,2005,87,D.J. Hord,Rockhurst,Notre Dame,WR,73,195,4,0.944,Kansas City,MO,
HighSchool,2005,88,Jerome Hayes,Bayonne,Penn State,OLB,74,225,4,0.9436,Bayonne,NJ,
HighSchool,2005,89,Darius Dewberry,Peach County,Georgia,ILB,75,215,4,0.9424,Fort Valley,GA,
HighSchool,2005,90,Rafael Eubanks,Cretin Derham Hall,Iowa,OG,75,290,4,0.9422,Saint Paul,MN,
HighSchool,2005,91,Vince Oghobaase,Alief Hastings,Duke,DT,78,295,4,0.941,Houston,TX,
HighSchool,2005,92,Montario Hardesty,New Bern,Tennessee,RB,72,196,4,0.9384,New Bern,NC,
HighSchool,2005,93,Aaron Ware,Oaks Christian,UCLA,S,72,190,4,0.9382,Thousand Oaks,CA,
HighSchool,2005,94,R.J. Jackson,Westside,LSU,ATH,72,197,4,0.9369,Houston,TX,
HighSchool,2005,95,Ike Whitaker,Northwest,Virginia Tech,DUAL,77,198,4,0.9368,Germantown,MD,
HighSchool,2005,96,Raymond Henderson,Oak Creek,Tennessee,SDE,77,250,4,0.9367,Oak Creek,WI,
HighSchool,2005,97,Cory Zirbel,Murray,Michigan,OT,79,301,4,0.9365,Murray,KY,
HighSchool,2005,98,Henry Melton,Grapevine,Texas,SDE,75,275,4,0.9363,Grapevine,TX,
HighSchool,2005,99,J.B. Paxson,Center Grove,Purdue,SDE,75,260,4,0.9361,Greenwood,IN,
HighSchool,2005,100,Phillip Dillard,Jenks,Nebraska,ILB,74,245,4,0.9355,Jenks,OK,
HighSchool,2005,101,Michael Shumard,Harker Heights,Texas A&M,OG,77,290,4,0.9353,Harker Heights,TX,
HighSchool,2005,102,Clarence Ward,Pensacola,Florida State,S,72,175,4,0.935,Pensacola,FL,
HighSchool,2005,103,Willie Tuitama,St. Mary's,Arizona,PRO,74,212,4,0.9342,Stockton,CA,
HighSchool,2005,104,Earl Heyman,Ballard,Louisville,SDE,75,260,4,0.9341,Louisville,KY,
HighSchool,2005,105,Alex Daniels,Brookhaven,Minnesota,ATH,74,219,4,0.9334,Columbus,OH,
HighSchool,2005,106,Chris Brown,Texas High,Texas,OLB,75,210,4,0.9333,Texarkana,TX,
HighSchool,2005,107,Michael Ray Garvin,Don Bosco Prep,Florida State,CB,68,180,4,0.9331,Ramsey,NJ,
HighSchool,2005,108,Harrison Beck,Countryside,Nebraska,PRO,73,205,4,0.9328,Clearwater,FL,
HighSchool,2005,109,Jermichael Finley,Diboll,Texas,TE,76,210,4,0.9326,Diboll,TX,
HighSchool,2005,110,Pat Sheil,Centreville,Boston College,OT,78,275,4,0.9323,Clifton,VA,
HighSchool,2005,111,Shawn Oatis,Chino,UCLA,S,74,205,4,0.9319,Chino,CA,
HighSchool,2005,112,Derek Shaw,Oceanside,Arizona State,PRO,76,205,4,0.9316,Oceanside,CA,
HighSchool,2005,113,Rendrick Taylor,Marlboro County,Clemson,ATH,74,210,4,0.9315,Bennettsville,SC,
HighSchool,2005,114,Syd'Quan Thompson,Grant Union,California,CB,70,180,4,0.9313,Sacramento,CA,
HighSchool,2005,115,Mike Brown,St. Peters Prep,Virginia,CB,69,185,4,0.9309,Jersey City,NJ,
HighSchool,2005,116,Elijah Hodge,Dillard,Wisconsin,OLB,73,200,4,0.9305,Fort Lauderdale,FL,
HighSchool,2005,117,Jonathan Hannah,South View,South Carolina,TE,76,250,4,0.9303,Hope Mills,NC,
HighSchool,2005,118,Jeff Owens,Plantation,Georgia,DT,74,263,4,0.9288,Fort Lauderdale,FL,
HighSchool,2005,119,Tommy Trott,Trinity Presbyterian School,Auburn,TE,76,235,4,0.9287,Montgomery,AL,
HighSchool,2005,120,Kyle Reed,McClymonds,California,DUAL,74,194,4,0.9269,Oakland,CA,
HighSchool,2005,121,J.C. Neal,Lakewood,NC State,ATH,71,177,4,0.926,Sumter,SC,
HighSchool,2005,122,Erik Lorig,Palos Verdes Peninsula,Stanford,TE,76,250,4,0.9253,Palos Verdes Peninsula,CA,
HighSchool,2005,123,Randy Phillips,Glades Central,Miami,S,72,181,4,0.9246,Belle Glade,FL,
HighSchool,2005,124,Dorian Munroe,Coral Reef,Florida,S,72,180,4,0.9219,Miami,FL,
HighSchool,2005,125,Mike Davis,Columbia,South Carolina,RB,70,210,4,0.9216,Columbia,SC,
HighSchool,2005,126,Tony Wright,Peach County,,RB,70,185,4,0.921,Fort Valley,GA,
HighSchool,2005,127,Ishie Oduegwu,Ryan,Texas,S,70,185,4,0.9203,Denton,TX,
HighSchool,2005,128,Vincent Williams,Carter,Texas A&M,DT,77,275,4,0.9201,Dallas,TX,
HighSchool,2005,129,Gabe McKenzie,WP Davidson,Auburn,WDE,75,218,4,0.9199,Mobile,AL,
HighSchool,2005,130,Trey Stross,Avon Lake,Iowa,WR,75,190,4,0.919,Avon Lake,OH,
HighSchool,2005,131,Kevin Thornton,Little Rock Central,Arkansas,S,74,187,4,0.9185,Little Rock,AR,
HighSchool,2005,132,Carlton Hill,Jefferson County,South Florida,ATH,75,202,4,0.9183,Monticello,FL,
HighSchool,2005,133,Roderick Battle,Douglass,Georgia,WDE,75,236,4,0.9181,Atlanta,GA,
HighSchool,2005,134,Joey Hiben,Waconia Senior,Notre Dame,TE,77,235,4,0.9169,Waconia,MN,
HighSchool,2005,135,Louis Ellis,Lanier,Mississippi State,DT,75,293,4,0.9143,Jackson,MS,
HighSchool,2005,136,Justin Schifano,Webster-schroeder,Michigan,OT,77,300,4,0.9127,Webster,NY,
HighSchool,2005,137,McKinner Dixon,Lufkin,Texas Tech,WDE,75,240,4,0.9124,Lufkin,TX,
HighSchool,2005,138,David Moosman,Libertyville,Michigan,OG,77,270,4,0.9114,Libertyville,IL,
HighSchool,2005,139,Charles Brown,Diamond Ranch,USC,OT,78,249,4,0.9114,Pomona,CA,
HighSchool,2005,140,Adrian McCovy,Lakewood,Arizona,WDE,75,215,4,0.9111,Lakewood,CA,
HighSchool,2005,141,Lavar Lobdell,Christian Brothers Academy,Syracuse,WR,75,195,4,0.911,Syracuse,NY,
HighSchool,2005,142,Brandon Sesay,Douglass,Georgia,DT,77,250,4,0.9104,Atlanta,GA,
HighSchool,2005,143,Brandon Harrison,Chaminade Julienne,Michigan,CB,69,190,4,0.9098,Dayton,OH,
HighSchool,2005,144,Terry Longbons,Centennial,Arizona,RB,71,211,4,0.9096,Peoria,AZ,
HighSchool,2005,145,Corey Moon,Decatur,Georgia,SDE,76,235,4,0.9096,Decatur,GA,
HighSchool,2005,146,Jeff Cottam,Germantown,Tennessee,TE,79,250,4,0.908,Germantown,TN,
HighSchool,2005,147,Aaron Lewis,La Cueva,Texas,SDE,75,265,4,0.9078,Albuquerque,NM,
HighSchool,2005,148,Howard Morrow,Fossil Ridge,Texas A&M,WR,73,172,4,0.907,Keller,TX,
HighSchool,2005,149,Andre Mathis,Cathedral Prep,Tennessee,ILB,73,224,4,0.9068,Erie,PA,
HighSchool,2005,150,Xavier Smith,Sunnyside,Arizona,RB,72,205,4,0.9068,Tucson,AZ,
HighSchool,2005,151,Slick Shelley,Southside,Tennessee,WR,76,180,4,0.9058,Fort Smith,AR,
HighSchool,2005,152,Adam Myers-White,Hamilton,Tennessee,S,76,190,4,0.9052,Hamilton,OH,
HighSchool,2005,153,Ed Dickson,Bellflower,Oregon,TE,78,225,4,0.9051,Bellflower,CA,
HighSchool,2005,154,Alton Dixon,Lufkin,Texas A&M,CB,72,195,4,0.905,Lufkin,TX,
HighSchool,2005,155,Eric Hedstrom,Prospect,Purdue,OG,78,265,4,0.9046,Mount Prospect,IL,
HighSchool,2005,156,Jason Forcier,St Augustine,Michigan,DUAL,74,205,4,0.9027,San Diego,CA,
HighSchool,2005,157,Bruce Johnson,Suwannee,Miami,CB,72,170,4,0.9024,Live Oak,FL,
HighSchool,2005,158,Michael Shelton,Compton Dominguez,Arizona,WDE,75,211,4,0.9021,Compton,CA,
HighSchool,2005,159,Chase Coffman,Raymore-Peculiar,Missouri,TE,79,210,4,0.9019,Peculiar,MO,
HighSchool,2005,160,Arkeith Brown,El Campo,Texas A&M,S,73,175,4,0.9017,El Campo,TX,
HighSchool,2005,161,J.R. Hasty,Bellevue,Washington,RB,70,200,4,0.9016,Bellevue,WA,
HighSchool,2005,162,Robert Peele,Edison,California,CB,72,180,4,0.9009,Fresno,CA,
HighSchool,2005,163,Arkelon Hall,Edison,Washington State,PRO,73,205,4,0.9007,Fresno,CA,
HighSchool,2005,164,B.J. Vickers,Santa Monica,Arizona,WR,75,215,4,0.9,Santa Monica,CA,
HighSchool,2005,165,Walter Nickel,Dixie,Iowa State,TE,76,235,4,0.9,Saint George,UT,
HighSchool,2005,166,Kellen Heard,Wharton,Texas A&M,OT,78,335,4,0.9,Wharton,TX,
HighSchool,2005,167,Jim Dray,Bergen Catholic,Stanford,TE,77,220,4,0.8995,Oradell,NJ,
HighSchool,2005,168,Kyle Newell,Bethlehem Catholic,NC State,SDE,77,230,4,0.8989,Bethlehem,PA,
HighSchool,2005,169,Bret Lockett,Diamond Bar,UCLA,ATH,74,188,4,0.8965,Diamond Bar,CA,
HighSchool,2005,170,Jordan Congdon,St Augustine,Nebraska,K,71,185,4,0.8958,San Diego,CA,
HighSchool,2005,171,Michael Coleman,Arroyo Valley,USC,ATH,74,225,4,0.8955,San Bernardino,CA,
HighSchool,2005,172,Tim McAvoy,Bloomington,Michigan,OT,78,270,4,0.8952,Bloomington,IL,
HighSchool,2005,173,Zoltan Mesko,Twinsburg,Michigan,K,76,230,4,0.8952,Twinsburg,OH,
HighSchool,2005,174,Ronnie Wilson,Blanche Ely,Florida,OG,76,331,4,0.8951,Pompano Beach,FL,
HighSchool,2005,175,Colt McCoy,Jim Ned,Texas,PRO,73,180,4,0.895,Tuscola,TX,
HighSchool,2005,176,Michael Johnson,Dallas County,Georgia Tech,TE,79,215,4,0.8932,Plantersville,AL,
HighSchool,2005,177,Cameron Sexton,Scotland County,North Carolina,DUAL,73,171,4,0.8931,Laurinburg,NC,
HighSchool,2005,178,Graham Gano,J. M. Tate Senior,Florida State,K,73,180,4,0.8928,Cantonment,FL,
HighSchool,2005,179,Vic So'oto,Carlsbad,BYU,TE,76,210,4,0.892,Carlsbad,CA,
HighSchool,2005,180,Kitt Pommells,Paterson Catholic,Connecticut,S,73,200,4,0.8918,Paterson,NJ,
HighSchool,2005,181,Kyle Anderson,The Woodlands,LSU,TE,78,260,4,0.89,The Woodlands,TX,
HighSchool,2005,182,Ayanga Okpokowuruk,McCallie School,Duke,WDE,76,240,3,0.889,Chattanooga,TN,
HighSchool,2005,183,Logan Paulsen,Chaminade,UCLA,TE,76,219,3,0.8868,West Hills,CA,
HighSchool,2005,184,Evan Sharpley,Marshall,Notre Dame,PRO,74,200,3,0.8864,Marshall,MI,
HighSchool,2005,185,Jonathan Phillips,Wellington,Florida,K,73,200,3,0.8851,West Palm Beach,FL,
HighSchool,2005,186,Matt Casaday,Plano West,Missouri,K,70,190,3,0.8835,Plano,TX,
HighSchool,2005,187,Brandon Tatum,Dunbar,Arizona,S,73,177,3,0.8831,Fort Worth,TX,
HighSchool,2005,188,Todd Walker,Pflugerville,Texas Tech,ATH,74,185,3,0.8812,Pflugerville,TX,
HighSchool,2005,189,Durrell Chamorro,Chino,Colorado State,K,70,170,3,0.8793,Chino,CA,
HighSchool,2005,190,Gardner McKay,Crenshaw,Colorado,ATH,72,160,3,0.8786,Los Angeles,CA,
HighSchool,2005,191,Antavious Coates,Greenwood,Georgia,S,76,185,3,0.8782,Greenwood,SC,
HighSchool,2005,192,Kevin Garrett,Narbonne,Oregon,OLB,71,198,3,0.8759,Harbor City,CA,
HighSchool,2005,193,Jared Harrell,Tabor Academy,Maryland,SDE,77,227,3,0.8715,Marion,MA,
HighSchool,2005,194,Tarell Corby,North Kansas City,Missouri,WDE,76,210,3,0.8711,Kansas City,MO,
HighSchool,2005,195,Brandon Deaderick,Elizabethtown,Alabama,WDE,76,232,3,0.8705,Elizabethtown,KY,
HighSchool,2005,196,Terrell Smith,Clay-Chalkville,Clemson,S,74,205,3,0.8693,Pinson,AL,
HighSchool,2005,197,Greg Orton,Wayne,Purdue,WR,76,190,3,0.8685,Dayton,OH,
HighSchool,2005,198,Trent Flander,Dowling Catholic,Iowa State,TE,76,222,3,0.8679,West Des Moines,IA,
HighSchool,2005,199,Marcel Benson,Mira Mesa,Louisville,OT,79,310,3,0.8667,San Diego,CA,
HighSchool,2005,200,Stephen Friday,Phoebus,Virginia Tech,WDE,77,215,3,0.8667,Hampton,VA,
HighSchool,2005,201,Paul Fisher,Dixie,Iowa State,OT,80,326,3,0.8667,Saint George,UT,
HighSchool,2005,202,Beau Manutai,Dixie,Arizona State,ILB,75,240,3,0.8667,Saint George,UT,
HighSchool,2005,203,Justin Brantly,Sealy,Texas A&M,K,75,200,3,0.8641,Sealy,TX,
HighSchool,2005,204,Pat McAfee,Plum,West Virginia,K,73,205,3,0.8633,Pittsburgh,PA,
HighSchool,2005,205,Zach Kutch,Milton,Auburn,K,69,160,3,0.8576,Milton,FL,
HighSchool,2005,206,Chris DeArmas,Southwest Miami,South Florida,OG,76,275,3,0.8556,Miami,FL,
HighSchool,2005,207,T.J. Williams,Tallahassee Leon,Clemson,WR,74,167,3,0.8556,Tallahassee,FL,
HighSchool,2005,208,Daryl Sharpton,Coral Gables Senior,Miami,OLB,72,210,3,0.8556,Miami,FL,
HighSchool,2005,209,Ernest Williams,Monessen,Pittsburgh,FB,73,260,3,0.8556,Monessen,PA,
HighSchool,2005,210,Donovan Baldwin,American Heritage,Georgia,CB,73,175,3,0.8556,Fort Lauderdale,FL,
HighSchool,2005,211,Michael Neal,Merrillville Sch,Purdue,SDE,76,240,3,0.8556,Merrillville,IN,
HighSchool,2005,212,Joe Kleinsmith,St. Edward,Indiana,K,71,173,3,0.8554,Lakewood,OH,
HighSchool,2005,213,Matt Fodge,Garland,Oklahoma State,K,73,180,3,0.8526,Garland,TX,
HighSchool,2005,214,Matthew DiLallo,Wellington,Colorado,K,73,195,3,0.8511,West Palm Beach,FL,
HighSchool,2005,215,Joe Surgan,St. Thomas Aquinas,Duke,K,76,200,3,0.8505,Fort Lauderdale,FL,
HighSchool,2005,216,Kevin Kelly,Neshaminy,Penn State,K,69,175,3,0.8501,Langhorne,PA,
HighSchool,2005,217,Ryan Perkins,North Thurston,Washington,K,72,185,3,0.8435,Olympia,WA,
HighSchool,2005,218,Dominique Johnson,Valley View,UCLA,WR,76,205,3,0.8431,Moreno Valley,CA,
HighSchool,2005,219,Rob Park,Memphis University School,Ole Miss,K,73,185,3,0.8428,Memphis,TN,
HighSchool,2005,220,Ryan Harrison,Keller,Air Force,K,73,165,3,0.8418,Keller,TX,
HighSchool,2005,221,Scott Kozlowski,Royal Palm Beach,West Virginia,K,72,190,3,0.8408,West Palm Beach,FL,
HighSchool,2005,222,Garrett Lefevre,Klein Collins,Houston,K,72,230,3,0.8343,Spring,TX,
HighSchool,2005,223,Andy Dittbenner,University,Northern Illinois,K,73,175,3,0.8339,Normal,IL,
HighSchool,2005,224,Deion Gilliam,North Shore,Central Michigan,APB,70,180,3,0.8333,Houston,TX,
HighSchool,2005,225,Jabulani Lovelace,Tenafly,Rutgers,DUAL,74,190,3,0.8333,Tenafly,NJ,
HighSchool,2005,226,Travis McCall,Prattville,Alabama,SDE,74,235,3,0.8333,Prattville,AL,
HighSchool,2005,227,Reggie Foster,Millikan Senior,Colorado,ATH,71,190,3,0.8333,Long Beach,CA,
HighSchool,2005,228,David Ramirez,Grace Preparatory Academy,Purdue,DUAL,74,200,3,0.8333,Arlington,TX,
HighSchool,2005,229,Columbus Givens,Killeen,SMU,ATH,73,185,3,0.8333,Killeen,TX,
HighSchool,2005,230,Mike Salvage,Santa Rosa,TCU,CB,70,190,3,0.8333,Santa Rosa,CA,
HighSchool,2005,231,Tim Hiller,Orrville,Western Michigan,PRO,76,202,3,0.8333,Orrville,OH,
HighSchool,2005,232,Razzie Smith,Olympia,Boston College,CB,70,170,3,0.8333,Orlando,FL,
HighSchool,2005,233,Reggie Turner,West L A Baptist,Utah,ILB,74,230,3,0.8333,Los Angeles,CA,
HighSchool,2005,234,Christian Graham,Warren Central,Purdue,S,74,200,3,0.8333,Indianapolis,IN,
HighSchool,2005,235,John Parker Wilson,Hoover,Alabama,PRO,74,210,3,0.8333,Hoover,AL,
HighSchool,2005,236,Alex Odiari,Lewisville,Oklahoma State,OLB,72,225,3,0.8333,Lewisville,TX,
HighSchool,2005,237,Lamar McPhearson,Bishop McDevitt,Syracuse,ATH,70,200,3,0.8333,Harrisburg,PA,
HighSchool,2005,238,Scott Fisher,Dixie,Iowa State,OT,80,330,3,0.8333,Saint George,UT,
HighSchool,2005,239,Kenton Thornton,Blair Academy,North Carolina,WR,77,220,3,0.8333,Blairstown,NJ,
HighSchool,2005,240,Troy Van Blarcom,Orange Lutheran,USC,K,75,200,3,0.8333,Orange,CA,
HighSchool,2005,241,Will Kofe,Dixie,Arizona State,DT,74,275,3,0.8333,Saint George,UT,
HighSchool,2005,242,LaRod Stephens,Greater Johnstown,Pittsburgh,ATH,67,159,3,0.8333,Johnstown,PA,
HighSchool,2005,243,Etta-Etta Tawo,McEachern,Clemson,DT,76,285,3,0.8333,Powder Springs,GA,
HighSchool,2005,244,Sean Lee,Upper Saint Clair,Penn State,OLB,75,215,3,0.8333,Pittsburgh,PA,
HighSchool,2005,245,Johnny DuRocher,Spanaway Lake,Washington,PRO,76,205,3,0.8333,Spanaway,WA,
HighSchool,2005,246,Ricardo Kemp,Warren,Tennessee,ATH,71,175,3,0.8333,Warren,AR,
HighSchool,2005,247,Stevin Williams,Dodge City,Louisville,WR,70,168,3,0.8333,Dodge City,KS,
HighSchool,2005,248,Camaron Thomas,North Moore,North Carolina,DT,76,312,3,0.8333,Robbins,NC,
HighSchool,2005,249,Ned Tavale,Cretin Derham Hall,Minnesota,OG,75,305,3,0.8333,Saint Paul,MN,
HighSchool,2005,250,Steve Wichman,Delta Charter,Idaho,PRO,75,224,3,0.8333,Tracy,CA,
