recruitType,year,ranking,name,school,committedTo,position,height,weight,stars,rating,city,stateProvince,country
HighSchool,2004,27,Chris Patterson,Hubbard,Oklahoma,OLB,75,220,5,0.9884,Chicago,IL,
HighSchool,2004,28,Glenn Dorsey,East Ascension,LSU,DT,74,293,5,0.9867,Gonzales,LA,
HighSchool,2004,29,Andrew Kelson,Lamar,Texas,S,74,210,5,0.9867,Houston,TX,
HighSchool,2004,30,Thomas Herring,John C. Fremont Senior,USC,OT,78,290,5,0.9859,Los Angeles,CA,
HighSchool,2004,31,Demonte Bolden,Tyner Academy,Tennessee,DT,77,295,5,0.9845,Chattanooga,TN,
HighSchool,2004,32,Bobby Reid,North Shore,Oklahoma State,DUAL,75,225,5,0.9845,Houston,TX,
HighSchool,2004,33,Roland Martin,Harper,Michigan State,OT,77,325,5,0.9841,Chicago,IL,
HighSchool,2004,34,Charlie Jones,South Dade,Miami,RB,71,200,5,0.9841,Homestead,FL,
HighSchool,2004,35,Dwayne Jarrett,New Brunswick,USC,WR,77,205,5,0.9837,New Brunswick,NJ,
HighSchool,2004,36,Bobby Washington,Killian,Miami,RB,72,200,5,0.9837,Miami,FL,
HighSchool,2004,37,Marcus Walker,Waco,Oklahoma,CB,71,180,5,0.9835,Waco,TX,
HighSchool,2004,38,Thomas Brown,Tucker,Georgia,RB,70,185,4,0.9829,Tucker,GA,
HighSchool,2004,39,A.J. Bryant,Peach County,Georgia,ATH,74,185,4,0.9823,Fort Valley,GA,
HighSchool,2004,40,James Bryant,Reading,Miami,ILB,75,240,4,0.9811,Reading,PA,
HighSchool,2004,41,Eric McLendon,Vidalia Comprehensive,,DT,78,288,4,0.9805,Vidalia,GA,
HighSchool,2004,42,Tim Jamison,Thornton Township,Michigan,WDE,75,240,4,0.9799,Harvey,IL,
HighSchool,2004,43,Jamaal Edwards,Dudley,Florida State,RB,72,200,4,0.9787,Greensboro,NC,
HighSchool,2004,44,Brian Brohm,Trinity,Louisville,PRO,75,200,4,0.9783,Louisville,KY,
HighSchool,2004,45,Kyle Mitchum,McDowell,Ohio State,OT,78,265,4,0.9781,Erie,PA,
HighSchool,2004,46,J.R. Bryant,Killian,Florida State,CB,73,170,4,0.9781,Miami,FL,
HighSchool,2004,47,Cortney Grixby,Central,Nebraska,CB,69,165,4,0.9773,Omaha,NE,
HighSchool,2004,48,Nikita Stover,Hartselle Sch,Alabama,WR,73,195,4,0.9765,Hartselle,AL,
HighSchool,2004,49,Leon Hart,Spring Valley,Auburn,OG,76,290,4,0.9765,Columbia,SC,
HighSchool,2004,50,Kyle Jackson,Duncan U. Fletcher,Florida,S,72,190,4,0.9755,Neptune Beach,FL,
HighSchool,2004,51,William  Morrisey,Silsbee,Texas A&M,DT,73,285,4,0.9751,Silsbee,TX,
HighSchool,2004,52,Herman Johnson,Denton,LSU,OT,79,350,4,0.9751,Denton,TX,
HighSchool,2004,53,Greg Harrison,Valley,Penn State,OG,77,295,4,0.9747,New Kensington,PA,
HighSchool,2004,54,Aaron Jones,Edgewater,Florida State,DT,75,270,4,0.9747,Orlando,FL,
HighSchool,2004,55,Marlon Favorite,West Jefferson,LSU,DT,74,310,4,0.9745,Harvey,LA,
HighSchool,2004,56,Calvin Darity,Lincoln,North Carolina,OG,76,275,4,0.9743,Tallahassee,FL,
HighSchool,2004,57,Stephen McGee,Burnet,Texas A&M,PRO,75,205,4,0.9743,Burnet,TX,
HighSchool,2004,58,Marcus Freeman,Wayne,Ohio State,ILB,73,240,4,0.9741,Dayton,OH,
HighSchool,2004,59,Olu Hall,Robinson Secondary,Virginia,WDE,77,220,4,0.9739,Fairfax,VA,
HighSchool,2004,60,Lydon Murtha,Hutchinson Senior,Nebraska,OT,79,315,4,0.9739,Hutchinson,MN,
HighSchool,2004,61,Drew Weatherford,Land O' Lakes,Florida State,PRO,75,205,4,0.9735,Land O Lakes,FL,
HighSchool,2004,62,Cornelius Ingram,Hawthorne,Florida,ATH,77,215,4,0.9729,Hawthorne,FL,
HighSchool,2004,63,Josh Johnson,Stephenson,Georgia,ILB,74,225,4,0.9721,Stone Mountain,GA,
HighSchool,2004,64,Marque Hall,Forest Hills,South Carolina,DT,77,305,4,0.9721,Marshville,NC,
HighSchool,2004,65,Chris Smith,Allen,Texas A&M,SDE,77,265,4,0.9719,Allen,TX,
HighSchool,2004,66,Andrew Johnson,North Hills,Miami,RB,72,205,4,0.9713,Pittsburgh,PA,
HighSchool,2004,67,Ryan Miller,Barbe,LSU,OC,78,310,4,0.9709,Lake Charles,LA,
HighSchool,2004,68,D.J. Wolfe,Eisenhower,Oklahoma,RB,71,180,4,0.9707,Lawton,OK,
HighSchool,2004,69,Rhyan  Anderson,Oak Creek,Miami,SDE,78,265,4,0.9705,Oak Creek,WI,
HighSchool,2004,70,Lawrence Timmons,Wilson,Florida State,OLB,75,225,4,0.9695,Florence,SC,
HighSchool,2004,71,Michael Bumpus,Culver City,Washington State,WR,72,185,4,0.9693,Culver City,CA,
HighSchool,2004,72,Doug Dutch,Gonzaga,Michigan,WR,72,200,4,0.9669,Washington,DC,
HighSchool,2004,73,Scott Ware,Santa Rosa,USC,S,74,220,4,0.9667,Santa Rosa,CA,
HighSchool,2004,74,Lavelle Hawkins,Edison,LSU,WR,71,194,4,0.9667,Stockton,CA,
HighSchool,2004,75,Brigham Harwell,Los Altos,UCLA,WDE,74,245,4,0.9651,Hacienda Heights,CA,
HighSchool,2004,76,Aaron Klovas,Bethel,Oregon,OT,78,300,4,0.9645,Spanaway,WA,
HighSchool,2004,77,Matt Boss,Cherryvale Sr / Middle School,Kansas State,OG,77,314,4,0.9645,Cherryvale,KS,
HighSchool,2004,78,Brett Gallimore,Park Hill South,Michigan,OT,77,290,4,0.9616,Riverside,MO,
HighSchool,2004,79,Dale Thompson,Santiago,USC,TE,76,240,4,0.9608,Corona,CA,
HighSchool,2004,80,Brandon Siler,Evans,Florida,OLB,75,220,4,0.9602,Orlando,FL,
HighSchool,2004,81,Tony Carter,Mandarin,Florida State,CB,69,175,4,0.9576,Jacksonville,FL,
HighSchool,2004,82,Marshawn Lynch,Oakland Technical,California,RB,71,195,4,0.9576,Oakland,CA,
HighSchool,2004,83,Chase Patton,Rock Bridge,Missouri,DUAL,76,205,4,0.9556,Columbia,MO,
HighSchool,2004,84,Dwayne Hendricks,Millville,Miami,DT,76,255,4,0.9529,Millville,NJ,
HighSchool,2004,85,Phillip Mbakogu,Hayward,California,SDE,75,260,4,0.9527,Hayward,CA,
HighSchool,2004,86,Drew Miller,Riverview,Florida,OT,77,305,4,0.9526,Sarasota,FL,
HighSchool,2004,87,Andre Brown,J.H. Rose,NC State,RB,73,210,4,0.9507,Greenville,NC,
HighSchool,2004,88,Will Johnson,Lake Orion Baptist School,Michigan,DT,76,280,4,0.9479,Lake Orion,MI,
HighSchool,2004,89,Robert Ayers,Marlboro County,Tennessee,ILB,75,230,4,0.9471,Bennettsville,SC,
HighSchool,2004,90,Alex Fletcher,St. Anthony's,Stanford,OC,76,275,4,0.9462,Long Island City,NY,
HighSchool,2004,91,Alonzo Bryant,Peach County,Georgia,ATH,74,185,4,0.9444,Fort Valley,GA,
HighSchool,2004,92,Nick Patton,Winfield,Kansas State,DUAL,75,205,4,0.944,Winfield,KS,
HighSchool,2004,93,Kirby Freeman,Brownwood,Miami,DUAL,75,190,4,0.944,Brownwood,TX,
HighSchool,2004,94,Trevor Ford,Northwestern,Florida State,CB,73,185,4,0.9424,Miami,FL,
HighSchool,2004,95,Kenny O'Neal,Skyline,Florida State,WR,72,195,4,0.9408,Oakland,CA,
HighSchool,2004,96,Calais Campbell,North,Miami,SDE,79,230,4,0.9402,Denver,CO,
HighSchool,2004,97,Trey Covington,Eleanor Roosevelt,Maryland,WDE,75,230,4,0.9396,Greenbelt,MD,
HighSchool,2004,98,Derrick Jones,Long Beach Poly,USC,WR,72,170,4,0.939,Long Beach,CA,
HighSchool,2004,99,Adrian Arrington,George Washington,Michigan,WR,76,180,4,0.9369,Cedar Rapids,IA,
HighSchool,2004,100,George  Bell,Jack Britt,Virginia Tech,RB,71,225,4,0.9365,Fayetteville,NC,
HighSchool,2004,101,Eugene Germany,Pomona Senior,Kansas State,SDE,76,250,4,0.9363,Pomona,CA,
HighSchool,2004,102,Lendy Holmes,South Oak Cliff,Oklahoma,WR,74,180,4,0.9357,Dallas,TX,
HighSchool,2004,103,Bobby Tatum,Dunbar,Texas,S,73,195,4,0.9347,Fort Worth,TX,
HighSchool,2004,104,Peyton Hillis,Conway,Arkansas,FB,74,245,4,0.9343,Conway,AR,
HighSchool,2004,105,Tony Bell,Thompson,Auburn,S,74,210,4,0.9342,Alabaster,AL,
HighSchool,2004,106,Rory Nicol,Beaver Area,Ohio State,TE,77,245,4,0.9339,Beaver,PA,
HighSchool,2004,107,Willie Glasper,De La Salle,Oregon,CB,72,185,4,0.9325,Concord,CA,
HighSchool,2004,108,Jordan Shipley,Burnet,Texas,WR,72,180,4,0.9323,Burnet,TX,
HighSchool,2004,109,Luke Sanders,West Monroe,LSU,ILB,76,228,4,0.9296,West Monroe,LA,
HighSchool,2004,110,Craig Steltz,Archbishop Rummel,LSU,S,74,200,4,0.9287,Metairie,LA,
HighSchool,2004,111,A.Q. Shipley,Cornell,Penn State,DT,74,275,4,0.9274,Coraopolis,PA,
HighSchool,2004,112,Kent Hicks,Culpeper County,Virginia Tech,S,74,190,4,0.9269,Culpeper,VA,
HighSchool,2004,113,J.J. Justice,Norwich Free Academy,Maryland,ATH,73,215,4,0.9265,Norwich,CT,
HighSchool,2004,114,Randy Estes,Los Alamitos,Washington State,S,74,200,4,0.926,Los Alamitos,CA,
HighSchool,2004,115,Graham Harrell,Ennis,Texas Tech,PRO,74,183,4,0.9252,Ennis,TX,
HighSchool,2004,116,Brandon Robinson,Breck School,Boston College,CB,72,185,4,0.9238,Minneapolis,MN,
HighSchool,2004,117,Trimane Goddard,Roanoke,North Carolina,CB,71,180,4,0.9229,Robersonville,NC,
HighSchool,2004,118,Keauntea Bankhead,Ballard,Washington,S,72,200,4,0.9227,Seattle,WA,
HighSchool,2004,119,Michael Grant,Stephenson,Arkansas,ATH,72,175,4,0.9225,Stone Mountain,GA,
HighSchool,2004,120,William Morrisey,Silsbee,Texas A&M,DT,73,285,4,0.9222,Silsbee,TX,
HighSchool,2004,121,Stephen McGee,Burnet,Texas A&M,PRO,75,205,4,0.9222,Burnet,TX,
HighSchool,2004,122,Robbie Reid,North Shore,Oklahoma State,DUAL,75,224,4,0.9222,Houston,TX,
HighSchool,2004,123,Nathan Jones,Texas High,Texas,WR,73,180,4,0.9222,Texarkana,TX,
HighSchool,2004,124,Nathan Peterson,Union,Oklahoma State,WDE,75,240,4,0.9216,Tulsa,OK,
HighSchool,2004,125,Sekeli Faaeteete,San Leandro,California,ATH,73,212,4,0.9195,San Leandro,CA,
HighSchool,2004,126,Anthony Vernaglia,Orange Lutheran,Notre Dame,ATH,76,218,4,0.9191,Orange,CA,
HighSchool,2004,127,David Faaeteete,North Medford,Oregon,DT,74,280,4,0.9177,Medford,OR,
HighSchool,2004,128,Ryan Baker,Bishop Chatard,Purdue,SDE,78,225,4,0.9171,Indianapolis,IN,
HighSchool,2004,129,Kenny Ingram,Edgewater,Florida State,S,78,200,4,0.9168,Orlando,FL,
HighSchool,2004,130,Ja'Kouri Williams,Plaquemine,Tennessee,RB,71,180,4,0.9159,Plaquemine,LA,
HighSchool,2004,131,Max Martin,Bob Jones,Michigan,RB,74,210,4,0.9159,Madison,AL,
HighSchool,2004,132,Derrick McPhearson,DeMatha Catholic,Florida,WR,71,180,4,0.9157,Hyattsville,MD,
HighSchool,2004,133,Allen Smith,Corona Del Sol,Stanford,OT,77,325,4,0.9157,Tempe,AZ,
HighSchool,2004,134,Xavier Mitchell,Long Beach,Tennessee,SDE,76,245,4,0.9151,Long Beach,MS,
HighSchool,2004,135,Markus Manson,Hillcrest,Florida,RB,72,190,4,0.9143,Tuscaloosa,AL,
HighSchool,2004,136,Brad Allen,Venice,Vanderbilt,TE,76,240,4,0.9138,Venice,FL,
HighSchool,2004,137,Terrail Lambert,St. Bonaventure,Notre Dame,S,72,185,4,0.9136,Ventura,CA,
HighSchool,2004,138,Mike McIntosh,First Coast,Florida,WR,74,180,4,0.9127,Jacksonville,FL,
HighSchool,2004,139,Terrance Kelly,De La Salle,Oregon,OLB,73,215,4,0.9118,Concord,CA,
HighSchool,2004,140,Nathan Longshore,Canyon,California,PRO,77,226,4,0.9106,Canyon Country,CA,
HighSchool,2004,141,Nate Lyles,Hubbard,Virginia,CB,72,195,4,0.9098,Chicago,IL,
HighSchool,2004,142,Fred Barnett,Arkansas,Arkansas,DT,73,285,4,0.9097,Texarkana,AR,
HighSchool,2004,143,Jackie Bates,De La Salle,Oregon,ATH,70,185,4,0.9092,Concord,CA,
HighSchool,2004,144,Octavius Darby,Chaminade-Madonna Prep,NC State,TE,76,225,4,0.909,Hollywood,FL,
HighSchool,2004,145,Jimmy Miller,Westlake,USC,WDE,77,240,4,0.9084,Westlake,LA,
HighSchool,2004,146,McCollins Umeh,Klein Forest,Arizona,WDE,75,240,4,0.9078,Houston,TX,
HighSchool,2004,147,Rocky Hinds,St. Bernard,USC,DUAL,77,225,4,0.9072,Playa Del Rey,CA,
HighSchool,2004,148,Virdell Larkins,Oakland Technical,California,CB,70,177,4,0.9068,Oakland,CA,
HighSchool,2004,149,Justin Hoskins,Creston,Notre Dame,RB,71,190,4,0.9068,Grand Rapids,MI,
HighSchool,2004,150,Lamar Herron,Natomas,Oregon State,ATH,73,190,4,0.9066,Sacramento,CA,
HighSchool,2004,151,George Walker,Westbury,Texas,WR,75,190,4,0.905,Houston,TX,
HighSchool,2004,152,Jaison Williams,Culver City,Oregon,WR,76,215,4,0.9041,Culver City,CA,
HighSchool,2004,153,SirDarean Adams,Bayshore,Michigan State,ATH,72,209,4,0.9038,Bradenton,FL,
HighSchool,2004,154,Tate Casey,Longview,Florida,TE,79,225,4,0.9033,Longview,TX,
HighSchool,2004,155,D.J. Davis,Dunbar,Texas A&M,ATH,71,182,4,0.9032,Fort Worth,TX,
HighSchool,2004,156,Chris Long,Charlottesville,Virginia,SDE,76,262,4,0.9024,Charlottesville,VA,
HighSchool,2004,157,Terrell Jackson,Centennial,Oregon,APB,69,190,4,0.9022,Corona,CA,
HighSchool,2004,158,Dawayne Grace,Ed White,Florida,CB,73,172,4,0.9018,Jacksonville,FL,
HighSchool,2004,159,Javier Estopinan,South Miami Senior,Florida,ILB,75,230,4,0.9014,Miami,FL,
HighSchool,2004,160,Jerry Willette,Mansfield,Boston College,SDE,77,240,4,0.9013,Mansfield,MA,
HighSchool,2004,161,Tyrell Sales,Butler Area,Penn State,SDE,76,235,4,0.9003,Butler,PA,
HighSchool,2004,162,Blake Barnes,Baldwyn,Georgia,PRO,75,218,4,0.9002,Baldwyn,MS,
HighSchool,2004,163,Corey Lambert,Greenville Sr Hi,Clemson,OT,79,310,4,0.9,Greenville,SC,
HighSchool,2004,164,Shae Reagan,Idalou,TCU,ATH,75,230,4,0.8989,Idalou,TX,
HighSchool,2004,165,Mike  Mangold,Merritt Island,Florida,SDE,75,250,4,0.898,Merritt Island,FL,
HighSchool,2004,166,Dave Brytus,West Allegheny,Purdue,K,76,225,4,0.8966,Imperial,PA,
HighSchool,2004,167,Mike Hart,Onondaga,Michigan,APB,70,175,4,0.8965,Nedrow,NY,
HighSchool,2004,168,Aaron Perez,Charter Oak,UCLA,K,76,210,4,0.8962,Covina,CA,
HighSchool,2004,169,Derron Thomas,East St. John,Miami,RB,69,190,4,0.8947,Reserve,LA,
HighSchool,2004,170,Jordan Steffy,Conestoga Valley,Maryland,DUAL,74,210,4,0.8945,Lancaster,PA,
HighSchool,2004,171,Tony Joiner,Haines City Senior,Florida,S,74,190,4,0.8942,Haines City,FL,
HighSchool,2004,172,Tom Santi,Montgomery Bell Academy,Virginia,TE,77,225,4,0.8938,Nashville,TN,
HighSchool,2004,173,Uriah Marshall,Brophy College Preparatory,Arizona State,CB,72,175,4,0.8937,Phoenix,AZ,
HighSchool,2004,174,Darius Walker,Buford,Notre Dame,RB,71,197,4,0.8933,Buford,GA,
HighSchool,2004,175,Darryl Richard,Destrehan,Georgia Tech,DT,76,285,4,0.8922,Destrehan,LA,
HighSchool,2004,176,Shannon Tevaga,La Mirada,UCLA,OG,75,300,4,0.8901,La Mirada,CA,
HighSchool,2004,177,Garrett Hartley,Southlake Carroll,Oklahoma,K,69,175,3,0.89,Southlake,TX,
HighSchool,2004,178,Kevin Hamilton,Prattville,Alabama,DT,76,260,3,0.8899,Prattville,AL,
HighSchool,2004,179,Jamar Adams,Butler,Michigan,S,74,198,3,0.8897,Matthews,NC,
HighSchool,2004,180,Lawrence Miles,La Quinta,USC,SDE,75,260,3,0.889,La Quinta,CA,
HighSchool,2004,181,George Covington,Eleanor Roosevelt,Maryland,WDE,75,230,3,0.8889,Greenbelt,MD,
HighSchool,2004,182,Rodney Van,Long Beach Poly,UCLA,CB,73,175,3,0.8889,Long Beach,CA,
HighSchool,2004,183,Charles Stewart,Harrison,Michigan,CB,73,188,3,0.8889,Farmington,MI,
HighSchool,2004,184,Roger Allison,Lake Orion Community,Michigan,FB,74,230,3,0.8886,Lake Orion,MI,
HighSchool,2004,185,Mike Lucian,Linganore,Penn State,TE,75,245,3,0.8886,Frederick,MD,
HighSchool,2004,186,Clayton Sievers,Elkhorn,Nebraska,OLB,76,220,3,0.8882,Elkhorn,NE,
HighSchool,2004,187,Taylor Mehlhaff,Central - 01,Wisconsin,K,71,180,3,0.888,Aberdeen,SD,
HighSchool,2004,188,Stephen Green,Pulaski Academy,North Carolina,S,71,180,3,0.8873,Little Rock,AR,
HighSchool,2004,189,Jeremy Ciulla,Kennesaw Mountain,Michigan,OT,78,275,3,0.8864,Acworth,GA,
HighSchool,2004,190,Connor Barth,Hoggard,North Carolina,K,73,175,3,0.8853,Wilmington,NC,
HighSchool,2004,191,Vincent Chase,Irving,SMU,TE,77,243,3,0.8838,Irving,TX,
HighSchool,2004,192,Keston Cheathem,Pomona Senior,Michigan,WR,75,195,3,0.8824,Pomona,CA,
HighSchool,2004,193,Gary Cismesia,Lakewood Ranch,Florida State,K,71,209,3,0.8823,Bradenton,FL,
HighSchool,2004,194,Luke Juist,Strake Jesuit,Rice,K,73,195,3,0.8809,Houston,TX,
HighSchool,2004,195,Brian Hoyer,St. Ignatius,Michigan State,PRO,74,189,3,0.8808,Cleveland,OH,
HighSchool,2004,196,Amos Gbunblee,Cy Springs,Texas A&M,TE,76,237,3,0.8784,Cypress,TX,
HighSchool,2004,197,Printiss Elliot,Tulsa Schl Of Arts & Sciences,Oklahoma State,ATH,76,185,3,0.8778,Tulsa,OK,
HighSchool,2004,198,Gerard Miller,West Craven,NC State,WDE,76,265,3,0.8763,Vanceboro,NC,
HighSchool,2004,199,Jared Parker,Ankeny,Kansas State,K,72,185,3,0.8754,Ankeny,IA,
HighSchool,2004,200,Maurice Reevey,Highland Springs,Virginia Tech,ATH,75,225,3,0.8731,Highland Springs,VA,
HighSchool,2004,201,Jaimie Thomas,Bishop McDevitt,Maryland,OG,76,320,3,0.8667,Harrisburg,PA,
HighSchool,2004,202,Jonathan Hefney,Rock Hill,Tennessee,CB,70,172,3,0.8667,Rock Hill,SC,
HighSchool,2004,203,Tremaine Johnson,Galena Park,LSU,SDE,74,255,3,0.8667,Galena Park,TX,
HighSchool,2004,204,John Peyton,Pasco,South Florida,WR,77,195,3,0.8667,Dade City,FL,
HighSchool,2004,205,Jeremy Zuttah,J P Stevens,Rutgers,OG,76,285,3,0.8596,Edison,NJ,
HighSchool,2004,206,Jeremy Ito,Redlands,Rutgers,K,71,180,3,0.8594,Redlands,CA,
HighSchool,2004,207,Lorenzo Ferguson,Miami Southridge,Auburn,CB,75,190,3,0.8578,Miami,FL,
HighSchool,2004,208,Kyle Knezetic,Minooka,Illinois,OG,73,195,3,0.8572,Minooka,IL,
HighSchool,2004,209,Justin Kucek,Canfield,Minnesota,K,73,185,3,0.857,Canfield,OH,
HighSchool,2004,210,Kellen Freeman-Davis,Adrian,Michigan State,TE,78,229,3,0.8556,Adrian,MI,
HighSchool,2004,211,Craig Bokor,Hopewell,Pittsburgh,DT,75,270,3,0.8556,Aliquippa,PA,
HighSchool,2004,212,Brandon Lang,Tucker,Georgia,SDE,77,225,3,0.8556,Tucker,GA,
HighSchool,2004,213,Jordan Dizon,Waimea,Colorado,FB,73,210,3,0.8556,Waimea,HI,
HighSchool,2004,214,Grayson Mullins,Dutch Fork,South Carolina,K,72,175,3,0.8538,Irmo,SC,
HighSchool,2004,215,Brooks Rossman,Los Alamitos,Ohio,K,72,165,3,0.8514,Los Alamitos,CA,
HighSchool,2004,216,Jason Bondzio,Humble,Arizona,K,69,150,3,0.848,Humble,TX,
HighSchool,2004,217,Kyle Belcher,Deerfield-Windsor School,Georgia Tech,K,76,200,3,0.8456,Americus,GA,
HighSchool,2004,218,Jordan Lyons,Woodward Academy,Penn State,ATH,77,220,3,0.845,Atlanta,GA,
HighSchool,2004,219,Martel Van Zant,Robert E Lee,Oklahoma State,S,74,190,3,0.8444,Tyler,TX,
HighSchool,2004,220,Antonio Dixon,Booker T. Washington,Miami,DT,76,338,3,0.8444,Miami,FL,
HighSchool,2004,221,Tory Degrate,Waco,Texas A&M,WR,71,177,3,0.8444,Waco,TX,
HighSchool,2004,222,Jeffrey Jack,Madison,LSU,CB,71,180,3,0.8444,Houston,TX,
HighSchool,2004,223,J.D. Quinn,Garland,Oklahoma,OG,75,269,3,0.8444,Garland,TX,
HighSchool,2004,224,John Thompson,Crockett,Michigan,ILB,74,230,3,0.8444,Detroit,MI,
HighSchool,2004,225,Jariette Buie,Armwood,South Florida,WDE,75,230,3,0.8444,Seffner,FL,
HighSchool,2004,226,Adam Carlson,Gulfport,Mississippi State,K,76,175,3,0.8416,Gulfport,MS,
HighSchool,2004,227,Cedrick Jones,Wayne County,Southern Mississippi,WDE,78,225,3,0.8353,Waynesboro,MS,
HighSchool,2004,228,Philip Jones,Ryan,Oklahoma State,WR,71,165,3,0.8333,Denton,TX,
HighSchool,2004,229,Anthony Heard,J. P. Taravella,Florida Atlantic,RB,73,215,3,0.8333,Pompano Beach,FL,
HighSchool,2004,230,Terrance Aptid,Samoana,Utah,OT,79,295,3,0.8333,Pago Pago,AS,
HighSchool,2004,231,James Alford,East Jefferson,Arizona,OLB,75,220,3,0.8333,Metairie,LA,
HighSchool,2004,232,Jerome Johnson,Dorsey,Oregon,ILB,74,240,3,0.8333,Los Angeles,CA,
HighSchool,2004,233,Travis Clark,Lincoln County,Southern Mississippi,PRO,74,215,3,0.8333,Lincolnton,GA,
HighSchool,2004,234,Donald Massey,Hillsboro,TCU,WR,72,165,3,0.8333,Hillsboro,TX,
HighSchool,2004,235,Walter Winter,Juanita,Washington,ILB,77,230,3,0.8333,Kirkland,WA,
HighSchool,2004,236,Jerami Holifield,Hoover,Alabama,SDE,77,248,3,0.8333,Hoover,AL,
HighSchool,2004,237,Ezekiel Knight,Randolph County,Alabama,ATH,75,215,3,0.8333,Wedowee,AL,
HighSchool,2004,238,Keith Willis,Xaverian Brothers,Boston College,FB,74,240,3,0.8333,Westwood,MA,
HighSchool,2004,239,Kevin Stanley,Victor Valley,Nevada,CB,73,175,3,0.8333,Victorville,CA,
HighSchool,2004,240,Kyle Tucker,Cinco Ranch,Kansas,K,73,194,3,0.8214,Katy,TX,
HighSchool,2004,241,Zach Smith,Archbishop Moeller,Purdue,OG,76,280,3,0.8165,Cincinnati,OH,
HighSchool,2004,242,Keala Watson,Nanakuli & Intermediate School,Hawai'i,DT,76,310,3,0.8111,Waianae,HI,
HighSchool,2004,243,McKenna Pascoe,Granite Hills,Fresno State,ATH,77,250,3,0.8111,Porterville,CA,
HighSchool,2004,244,Brandon Brady,Richfield Senior,Western Michigan,RB,71,190,3,0.8111,Minneapolis,MN,
HighSchool,2004,245,Daniel Lee,Park Hill South,Vanderbilt,K,72,185,3,0.8111,Riverside,MO,
HighSchool,2004,246,Earnest Williams,Crockett County,Memphis,WR,72,170,3,0.8111,Alamo,TN,
HighSchool,2004,247,Brandon Barrett,Martinsburg,West Virginia,WR,73,190,3,0.8078,Martinsburg,WV,
HighSchool,2004,248,Brandon Braxton,Ursuline,Oklahoma,OT,78,300,3,0.8062,Youngstown,OH,
HighSchool,2004,249,Cedric Dockery,Lakeview Centennial,Texas,OG,76,315,3,0.8058,Garland,TX,
HighSchool,2004,250,Dwayne Jones,Lakewood,Rutgers,FB,73,233,3,0.8048,Lakewood,NJ,
HighSchool,2004,251,Garry Pack,Oak Grove,Ole Miss,ILB,73,215,3,0.8016,Hattiesburg,MS,
