recruitType,year,ranking,name,school,committedTo,position,height,weight,stars,rating,city,stateProvince,country
HighSchool,2002,21,Derek Morris,North Mecklenburg,Ohio State,OT,78,350,5,0.9912,Huntersville,NC,
HighSchool,2002,22,Marcus Vick,Warwick,Virginia Tech,DUAL,72,185,5,0.991,Newport News,VA,
HighSchool,2002,23,Jerious Norwood,Brandon,Mississippi State,RB,72,200,5,0.9906,Brandon,MS,
HighSchool,2002,24,Marquis Johnson,Centennial,,WR,75,190,5,0.9902,Champaign,IL,
HighSchool,2002,25,Trent Edwards,Los Gatos,Stanford,PRO,76,190,5,0.9894,Los Gatos,CA,
HighSchool,2002,26,Darren Williams,Clarksdale,Mississippi State,S,75,205,5,0.9892,Clarksdale,MS,
HighSchool,2002,27,Devin Hester,Suncoast,Miami,ATH,71,180,5,0.9884,West Palm Beach,FL,
HighSchool,2002,28,Bryan Pickryl,Jenks,Texas,WDE,77,230,5,0.988,Jenks,OK,
HighSchool,2002,29,James Banks,Ben Davis,Tennessee,DUAL,75,195,5,0.9878,Indianapolis,IN,
HighSchool,2002,30,Julian Jenkins,Woodward Academy,Stanford,WDE,77,230,5,0.9859,Atlanta,GA,
HighSchool,2002,31,Ben Obomanu,Selma Sch,Auburn,WR,74,185,5,0.9855,Selma,AL,
HighSchool,2002,32,Winston Justice,Long Beach Poly,USC,OT,78,295,5,0.9849,Long Beach,CA,
HighSchool,2002,33,Kedric Golston,Sandy Creek,Georgia,DT,76,285,5,0.9845,Tyrone,GA,
HighSchool,2002,34,Justin Zwick,Washington,Ohio State,PRO,76,205,5,0.9843,Massillon,OH,
HighSchool,2002,35,Maurice Clarett,Warren G Harding,Ohio State,RB,72,230,5,0.9841,Warren,OH,
HighSchool,2002,36,Gabe Watson,Southfield,Michigan,DT,76,330,5,0.9839,Southfield,MI,
HighSchool,2002,37,Zach Latimer,Gateway,Oklahoma,OLB,75,215,5,0.9835,Aurora,CO,
HighSchool,2002,38,Marcedes Lewis,Long Beach Poly,UCLA,TE,78,233,5,0.9835,Long Beach,CA,
HighSchool,2002,39,Lonnie Davis,Ed White,Florida State,SDE,76,255,5,0.9835,Jacksonville,FL,
HighSchool,2002,40,Marvin Byrdsong,Longview,Mississippi State,OLB,75,230,4,0.9829,Longview,TX,
HighSchool,2002,41,Kai Parham,Princess Anne,Virginia,WDE,76,230,4,0.9827,Virginia Beach,VA,
HighSchool,2002,42,Gavin Dickey,Lincoln,Florida,DUAL,72,190,4,0.9821,Tallahassee,FL,
HighSchool,2002,43,Rhema McKnight,John F. Kennedy,Notre Dame,WR,75,180,4,0.9819,La Palma,CA,
HighSchool,2002,44,Richard Washington,Fort Myers,NC State,WR,73,175,4,0.9819,Fort Myers,FL,
HighSchool,2002,45,Eric Winston,Lee,Miami,TE,79,255,4,0.9793,Midland,TX,
HighSchool,2002,46,Parys Haralson,Madison Central,Tennessee,WDE,74,235,4,0.9791,Madison,MS,
HighSchool,2002,47,Kyle Williams,Highland Park,USC,OT,78,275,4,0.9791,Dallas,TX,
HighSchool,2002,48,DeShawn Wynn,Reading Community,Florida,RB,72,215,4,0.9789,Cincinnati,OH,
HighSchool,2002,49,Jason Allen,Muscle Shoals,Tennessee,ATH,74,200,4,0.9781,Muscle Shoals,AL,
HighSchool,2002,50,Marcus Jackson,Norcross,Georgia,WDE,75,235,4,0.9779,Norcross,GA,
HighSchool,2002,51,Aaron Harris,North Mesquite,Texas,ILB,72,230,4,0.9773,Mesquite,TX,
HighSchool,2002,52,Jason Carter,Jenks,Oklahoma,CB,72,230,4,0.9771,Jenks,OK,
HighSchool,2002,53,Tamba Hali,Teaneck Sr,Penn State,SDE,76,255,4,0.9769,Teaneck,NJ,
HighSchool,2002,54,Derek Landri,De La Salle,Notre Dame,DT,74,285,4,0.9769,Concord,CA,
HighSchool,2002,55,David Richard,Hazelwood East,Michigan State,RB,74,225,4,0.9767,Saint Louis,MO,
HighSchool,2002,56,Darnell Bing,Long Beach Poly,USC,S,74,205,4,0.9759,Long Beach,CA,
HighSchool,2002,57,Jarrad Page,San Leandro,UCLA,S,73,200,4,0.9757,San Leandro,CA,
HighSchool,2002,58,Edorian McCullough,North Garland,Texas,CB,71,190,4,0.9757,Garland,TX,
HighSchool,2002,59,A.J. Nicholson,Mount Tabor,Florida State,ILB,74,232,4,0.9753,Winston Salem,NC,
HighSchool,2002,60,Jonathan Mapu,Kahuku,Tennessee,SDE,75,265,4,0.9747,Kahuku,HI,
HighSchool,2002,61,Kamerion Wimbley,Northwest,Florida State,WDE,76,225,4,0.9745,Wichita,KS,
HighSchool,2002,62,Doug Datish,Howland,Ohio State,OT,77,285,4,0.9739,Warren,OH,
HighSchool,2002,63,Manuel Wright,Long Beach Poly,USC,DT,78,310,4,0.9735,Long Beach,CA,
HighSchool,2002,64,A.J. Davis,Northern,NC State,CB,72,177,4,0.9729,Durham,NC,
HighSchool,2002,65,DaBryan Blanton,Forney,Oklahoma,ATH,72,165,4,0.9723,Forney,TX,
HighSchool,2002,66,Chris Baker,Osceola,Arkansas,WR,74,185,4,0.9717,Osceola,AR,
HighSchool,2002,67,Eric McNeal,Junipero Serra,UCLA,S,74,195,4,0.9715,Gardena,CA,
HighSchool,2002,68,Kyle Brown,West Bloomfield,Michigan State,WR,73,200,4,0.9705,West Bloomfield,MI,
HighSchool,2002,69,Donny Mateaki,Iolani School,Washington,SDE,78,260,4,0.9697,Honolulu,HI,
HighSchool,2002,70,Chase Pittman,Evangel Christian Academy,Texas,DT,76,265,4,0.9697,Shreveport,LA,
HighSchool,2002,71,Quinn Pitcock,Piqua,Ohio State,DT,76,285,4,0.9693,Piqua,OH,
HighSchool,2002,72,Aaron Miller,Edison,Oklahoma,S,73,175,4,0.9693,Fresno,CA,
HighSchool,2002,73,Mike Hawkins,Turner,Oklahoma,CB,73,170,4,0.9691,Carrollton,TX,
HighSchool,2002,74,Jonathan Wade,Evangel Christian Academy,Tennessee,ATH,71,180,4,0.9687,Shreveport,LA,
HighSchool,2002,75,David Horne,Central,Nebraska,RB,72,195,4,0.9687,Omaha,NE,
HighSchool,2002,76,Hershel Dennis,Long Beach Poly,USC,RB,71,190,4,0.9687,Long Beach,CA,
HighSchool,2002,77,Akieem Jolla,St. Augustine,Miami,WR,74,180,4,0.9683,New Orleans,LA,
HighSchool,2002,78,Montae Pitts,Loachapoka Sch,Auburn,ATH,73,180,4,0.9683,Notasulga,AL,
HighSchool,2002,79,Selvin Young,Jersey Village,Texas,RB,72,195,4,0.9683,Houston,TX,
HighSchool,2002,80,Heath Benedict,The Peddie School,Tennessee,OT,78,285,4,0.9675,Hightstown,NJ,
HighSchool,2002,81,Devin Aromashodu,Miami Springs Senior,Auburn,WR,74,185,4,0.9671,Miami,FL,
HighSchool,2002,82,Chris Davis,St Petersburg Catholic,Florida State,ATH,72,170,4,0.9667,Saint Petersburg,FL,
HighSchool,2002,83,Ryan Boschetti,San Mateo,UCLA,DT,77,285,4,0.9667,San Mateo,CA,
HighSchool,2002,84,Scott Young,Dixie,BYU,DT,77,305,4,0.9667,Saint George,UT,
HighSchool,2002,85,Aaron Kirkland,Jack Britt,Tennessee,TE,77,240,4,0.9665,Fayetteville,NC,
HighSchool,2002,86,Anthony Martinez,Patrick Henry,Virginia,PRO,76,220,4,0.9653,Ashland,VA,
HighSchool,2002,87,Neale Tweedie,Allen,Texas,OG,77,260,4,0.9647,Allen,TX,
HighSchool,2002,88,Curtis Justus,Perry,Miami,TE,79,210,4,0.9641,Perry,OK,
HighSchool,2002,89,Matt Gutierrez,De La Salle,Michigan,PRO,76,210,4,0.9637,Concord,CA,
HighSchool,2002,90,William Cooper,Northern Commencement Academy,Michigan,CB,73,185,4,0.9637,Flint,MI,
HighSchool,2002,91,Randy Hand,Estero,Florida,OT,78,300,4,0.962,Estero,FL,
HighSchool,2002,92,Nate Harris,Edison,Miami,OLB,74,210,4,0.9616,Miami,FL,
HighSchool,2002,93,Larry Dibbles,Lancaster,Texas,SDE,73,275,4,0.9591,Lancaster,TX,
HighSchool,2002,94,Max Jean-Gilles,North Miami Beach Senior,Georgia,OT,75,340,4,0.9484,Miami,FL,
HighSchool,2002,95,Chris Anderson,Mandarin,Florida State,DT,75,295,4,0.9428,Jacksonville,FL,
HighSchool,2002,96,Robert Timmons,Marcus,Texas,WR,74,205,4,0.942,Flower Mound,TX,
HighSchool,2002,97,Tyler Palko,West Allegheny,Pittsburgh,DUAL,74,205,4,0.9408,Imperial,PA,
HighSchool,2002,98,Travis Leitko,The Woodlands,Notre Dame,SDE,77,265,4,0.938,The Woodlands,TX,
HighSchool,2002,99,Tony Ugoh,Westfield,Arkansas,OT,78,275,4,0.9373,Houston,TX,
HighSchool,2002,100,Maurice Stovall,Archbishop John Carroll,Notre Dame,WR,77,205,4,0.9369,Wayne,PA,
HighSchool,2002,101,Lester Ricard,Amite,LSU,DUAL,76,195,4,0.9367,Amite,LA,
HighSchool,2002,102,Marco Martin,Mesquite,Texas,DT,76,300,4,0.9367,Mesquite,TX,
HighSchool,2002,103,Mario Whitney,Jackson Sr.,Missouri,RB,72,190,4,0.9355,Jackson,MO,
HighSchool,2002,104,James Bonelli,St. Bonaventure,Notre Dame,OG,76,285,4,0.9353,Ventura,CA,
HighSchool,2002,105,Nick Turner,Washington,Mississippi State,RB,71,195,4,0.9343,Atlanta,GA,
HighSchool,2002,106,Leonard Pope,Americus Sumter County South,Georgia,TE,79,240,4,0.9333,Americus,GA,
HighSchool,2002,107,Mike Kudla,Highland,Ohio State,SDE,76,235,4,0.9333,Medina,OH,
HighSchool,2002,108,Todd Pegram,Plano West,Texas A&M,K,70,180,4,0.9333,Plano,TX,
HighSchool,2002,109,David Abdul,Washington,Pittsburgh,K,71,180,4,0.9333,Massillon,OH,
HighSchool,2002,110,Micheal Hawkins,Turner,Oklahoma,CB,73,170,4,0.9333,Carrollton,TX,
HighSchool,2002,111,Peni Holakeituai,Madison Senior,Kansas State,OT,78,310,4,0.9333,Rexburg,ID,
HighSchool,2002,112,James Wilhoit,Hendersonville,Tennessee,K,73,180,4,0.9333,Hendersonville,TN,
HighSchool,2002,113,Brodney Pool,Westbury,Oklahoma,S,75,193,4,0.9333,Houston,TX,
HighSchool,2002,114,Randy Jordan,Bakersfield,Kansas State,CB,74,175,4,0.9333,Bakersfield,CA,
HighSchool,2002,115,Glenn Ohaeri,Aquinas,UCLA,APB,69,190,4,0.9329,San Bernardino,CA,
HighSchool,2002,116,Albert Hardy,Galena Park,Texas,FB,71,225,4,0.9321,Galena Park,TX,
HighSchool,2002,117,Jason Avant,Carver Military Academy,Michigan,WR,74,200,4,0.9311,Chicago,IL,
HighSchool,2002,118,Rob Smith,Highlands,Tennessee,OG,76,290,4,0.9311,Fort Thomas,KY,
HighSchool,2002,119,Isaiah Stanback,Garfield,Washington,DUAL,75,190,4,0.9307,Seattle,WA,
HighSchool,2002,120,Kyle Williams,Ruston,LSU,DT,75,290,4,0.9303,Ruston,LA,
HighSchool,2002,121,Jim Unis,Gloucester,Boston College,WDE,77,225,4,0.9301,Gloucester,MA,
HighSchool,2002,122,Jabari Levey,Berkeley,South Carolina,OT,79,300,4,0.9301,Moncks Corner,SC,
HighSchool,2002,123,C.J. Niusulu,Barstow,UCLA,DT,74,280,4,0.9,Barstow,CA,
HighSchool,2002,124,Terrell Walden,Edison,Miami,CB,70,165,4,0.9,Miami,FL,
HighSchool,2002,125,Tully Janszen,Keller,Texas,DT,75,250,4,0.9,Keller,TX,
HighSchool,2002,126,Mike Nixon,Sunnyslope,UCLA,ATH,75,205,4,0.9,Phoenix,AZ,
HighSchool,2002,127,Archie McDaniel,Bay City,Texas A&M,ILB,73,215,4,0.9,Bay City,TX,
HighSchool,2002,128,Willie Henderson,Ridgeway,Memphis,DT,79,270,4,0.9,Memphis,TN,
HighSchool,2002,129,Larry Fitzgerald,Valley Forge Military Academy (HS),Pittsburgh,WR,75,205,4,0.9,Minneapolis,MN,
HighSchool,2002,130,Bobby Carpenter,Lancaster,Ohio State,OLB,75,235,4,0.9,Lancaster,OH,
HighSchool,2002,131,Ron Green,Dixie,Rutgers,OT,77,315,4,0.9,Saint George,UT,
HighSchool,2002,132,Markell McKinley,Weir Attendance Center,Mississippi State,SDE,75,267,4,0.9,Weir,MS,
HighSchool,2002,133,Rufus Alexander,Christian Life Academy,Oklahoma,OLB,74,215,4,0.9,Baton Rouge,LA,
HighSchool,2002,134,Kyle Tatum,Prattville,Alabama,DT,78,260,4,0.9,Prattville,AL,
HighSchool,2002,135,Nate Salley,St. Thomas Aquinas,Ohio State,S,75,180,4,0.9,Fort Lauderdale,FL,
HighSchool,2002,136,Troy Smith,Glenville,Ohio State,DUAL,73,200,4,0.9,Cleveland,OH,
HighSchool,2002,137,Brandon Cannon,Stephenson,Clemson,WDE,75,240,4,0.9,Stone Mountain,GA,
HighSchool,2002,138,Loren Howard,Saguaro,Northwestern,DT,77,270,4,0.9,Scottsdale,AZ,
HighSchool,2002,139,Taurean Charles,Northwestern,Florida,WDE,75,230,4,0.9,Miami,FL,
HighSchool,2002,140,Cameron Vaughn,Archbishop Shaw,LSU,ILB,75,220,4,0.9,Marrero,LA,
HighSchool,2002,141,Jon Peattie,Countryside,Miami,K,75,185,4,0.9,Clearwater,FL,
HighSchool,2002,142,Baraka Atkins,Booker,Miami,SDE,77,245,4,0.9,Sarasota,FL,
HighSchool,2002,143,Jim Kanuch,Westmont Hilltop,Penn State,S,74,190,4,0.9,Johnstown,PA,
HighSchool,2002,144,Brian Borgoyn,Woodland Hills,Penn State,OT,77,290,4,0.9,Pittsburgh,PA,
HighSchool,2002,145,Kenny James,Dos Palos,Washington,RB,71,206,4,0.9,Dos Palos,CA,
HighSchool,2002,146,Fabian Bean,Salisbury School,Missouri,SDE,75,270,4,0.9,Salisbury,CT,
HighSchool,2002,147,Kevin Harbour,Loyola,UCLA,SDE,76,253,4,0.9,Los Angeles,CA,
HighSchool,2002,148,Glenn Sharpe,Miami Carol City,Miami,CB,71,180,4,0.9,Opa Locka,FL,
HighSchool,2002,149,Stan White,Gilman,Ohio State,OLB,75,225,4,0.9,Baltimore,MD,
HighSchool,2002,150,Thomas Clayton,Mount Vernon,Florida State,RB,72,197,4,0.9,Alexandria,VA,
HighSchool,2002,151,DeAngelo Williams,Wynne,Memphis,APB,68,185,4,0.9,Wynne,AR,
HighSchool,2002,152,Jejuan Rankins,Bertie,Oklahoma,WR,72,175,4,0.9,Windsor,NC,
HighSchool,2002,153,Sam Williams,Greenwood,Middle Tennessee,DUAL,75,185,4,0.9,Greenwood,SC,
HighSchool,2002,154,Dedrick Harrington,Mexico,Missouri,ATH,76,225,4,0.9,Mexico,MO,
HighSchool,2002,155,Alex Pou,Coral Gables Senior,Miami,OT,76,280,4,0.9,Miami,FL,
HighSchool,2002,156,Mario Raley,Independence,Georgia,WR,73,185,4,0.9,Charlotte,NC,
HighSchool,2002,157,Joe Tereshinski,Athens Academy,Georgia,PRO,75,205,4,0.9,Athens,GA,
HighSchool,2002,158,Kelvin Grant,Camden,Clemson,WR,74,205,4,0.9,Camden,SC,
HighSchool,2002,159,Terrell McGill,Norland,LSU,OT,76,280,4,0.9,Miami,FL,
HighSchool,2002,160,Vernon Grant,Duncanville,Oklahoma State,CB,70,173,4,0.9,Duncanville,TX,
HighSchool,2002,161,E.J. Underwood,Hamilton,Ohio State,CB,73,175,4,0.9,Hamilton,OH,
HighSchool,2002,162,Anthony Wright,Klein Forest,Colorado,WR,75,204,4,0.9,Houston,TX,
HighSchool,2002,163,Cody Douglas,La Marque,Tennessee,OG,76,310,4,0.9,La Marque,TX,
HighSchool,2002,164,Albert Toeaina,Pittsburg,,OT,,,4,0.9,San Francisco,CA,
HighSchool,2002,165,George Cooper,Westerville North,Georgia Tech,TE,77,250,4,0.9,Westerville,OH,
HighSchool,2002,166,Paul Mosley,Anderson,Baylor,ATH,75,217,4,0.9,Austin,TX,
HighSchool,2002,167,Aaron Ross,John Tyler,Texas,CB,73,180,4,0.9,Tyler,TX,
HighSchool,2002,168,Chris Herring,South Panola,Ole Miss,ILB,74,257,4,0.9,Batesville,MS,
HighSchool,2002,169,Jesse Taylor,Chaminade,Washington State,TE,76,238,4,0.9,West Hills,CA,
HighSchool,2002,170,LaDarius Love,Jonesboro-Hodge,Louisiana Tech,DT,75,310,4,0.9,Jonesboro,LA,
HighSchool,2002,171,Justin Bruce,Pepperell,Auburn,TE,80,250,4,0.9,Lindale,GA,
HighSchool,2002,172,Anthony Fasano,Verona,Notre Dame,TE,75,230,4,0.9,Verona,NJ,
HighSchool,2002,173,Ryan Carter,South Lake,Florida,OT,77,326,4,0.9,Groveland,FL,
HighSchool,2002,174,Jeremy Ruffin,Meridian,Ole Miss,OLB,74,205,4,0.9,Meridian,MS,
HighSchool,2002,175,Brian Calhoun,Oak Creek,Colorado,RB,71,190,4,0.9,Oak Creek,WI,
HighSchool,2002,176,Marcus McNeill,Cedar Grove,Auburn,OT,80,315,4,0.9,Ellenwood,GA,
HighSchool,2002,177,Reshard Dudley,Marianna,Georgia,RB,70,208,4,0.9,Marianna,FL,
HighSchool,2002,178,Kwakou Robinson,Poly Prep,Virginia,DT,76,315,4,0.9,Brooklyn,NY,
HighSchool,2002,179,R.J. Coleman,Robert C. Byrd,Ohio State,TE,78,260,4,0.9,Clarksburg,WV,
HighSchool,2002,180,Jeff Lebby,Andrews,Oklahoma,OT,77,275,4,0.9,Andrews,TX,
HighSchool,2002,181,Brian Crum,Camden County,Florida,S,75,210,4,0.9,Kingsland,GA,
HighSchool,2002,182,Jamie Ryan,Marian Catholic,Notre Dame,OT,77,275,4,0.9,Tamaqua,PA,
HighSchool,2002,183,Kelvin Flood,Kimball,Texas A&M,OLB,74,210,4,0.9,Dallas,TX,
HighSchool,2002,184,Jay Moore,Elkhorn,Nebraska,WDE,76,235,4,0.9,Elkhorn,NE,
HighSchool,2002,185,Michael Williams,Lindale,Texas,OLB,76,225,4,0.9,Lindale,TX,
HighSchool,2002,186,Randolph Crowder,North Springs,Florida,OLB,74,220,4,0.9,Atlanta,GA,
HighSchool,2002,187,Marc Guillon,Miramonte,Miami,PRO,76,185,4,0.9,Orinda,CA,
HighSchool,2002,188,Drew Olson,Piedmont Hills,UCLA,PRO,74,190,4,0.9,San Jose,CA,
HighSchool,2002,189,Mark Farris,North Hills,Penn State,OG,78,280,4,0.9,Pittsburgh,PA,
HighSchool,2002,190,Dan Inman,South View,Georgia,OT,79,300,4,0.9,Hope Mills,NC,
HighSchool,2002,191,Greg Threat,Lincoln,Miami,CB,73,185,4,0.9,Tallahassee,FL,
HighSchool,2002,192,J.R. Mounts,Key West,Miami,RB,71,215,4,0.9,Key West,FL,
HighSchool,2002,193,Nurahda Manning,Bay City,Texas A&M,ILB,75,235,4,0.9,Bay City,TX,
HighSchool,2002,194,Brandon Kirsch,Cedar Crest,Purdue,PRO,75,190,4,0.9,Lebanon,PA,
HighSchool,2002,195,Trestin George,Berkeley,San José State,CB,69,190,4,0.9,Berkeley,CA,
HighSchool,2002,196,Randy Earle,Farmingdale Senior,Maryland,WDE,75,225,4,0.9,Farmingdale,NY,
HighSchool,2002,197,William Beckford,Glades Central,Rutgers,OLB,73,215,4,0.9,Belle Glade,FL,
HighSchool,2002,198,Bobby Morton,McKinney,Notre Dame,OG,76,305,4,0.9,Mckinney,TX,
HighSchool,2002,199,Jake Kuresa,Mountain Crest,BYU,DT,76,305,4,0.9,Hyrum,UT,
HighSchool,2002,200,Levi Brown,Granby,Penn State,DT,77,280,4,0.9,Norfolk,VA,
HighSchool,2002,201,John Wood,American,Miami,WDE,76,235,4,0.9,Hialeah,FL,
HighSchool,2002,202,Dominique Byrd,Breck School,USC,TE,75,230,4,0.9,Minneapolis,MN,
HighSchool,2002,203,Moe Thompson,Stratford,South Carolina,TE,76,255,4,0.9,Goose Creek,SC,
HighSchool,2002,204,Stanley Daniels,Marian Catholic,Washington,OT,76,310,4,0.9,Chicago Heights,IL,
HighSchool,2002,205,Kareem Brown,Norland,Miami,DT,77,265,4,0.9,Miami,FL,
HighSchool,2002,206,Quinlan Germany,All Saints Episcopal,Texas A&M,TE,76,250,4,0.9,Fort Worth,TX,
HighSchool,2002,207,Jon Clark,Madison Senior,Houston,TE,77,215,4,0.9,Rexburg,ID,
HighSchool,2002,208,Tommy Jackson,Opelika,Auburn,DT,73,280,4,0.9,Opelika,AL,
HighSchool,2002,209,Vickiel Vaughn,Plano West,Arkansas,S,73,187,4,0.9,Plano,TX,
HighSchool,2002,210,Brian Mattes,Wyoming Valley West,Notre Dame,TE,78,245,4,0.9,Plymouth,PA,
HighSchool,2002,211,Wyatt Sexton,Tallahassee Leon,Florida State,PRO,75,185,4,0.9,Tallahassee,FL,
HighSchool,2002,212,Cedric Washington,Bryan,Arkansas,DUAL,72,183,4,0.9,Bryan,TX,
HighSchool,2002,213,Abraham Brown,Booker,Louisville,S,76,205,4,0.9,Sarasota,FL,
HighSchool,2002,214,Matt Traverso,Christian Brothers,Stanford,TE,78,245,4,0.9,Sacramento,CA,
HighSchool,2002,215,Steve Breaston,Woodland Hills,Michigan,ATH,74,170,4,0.9,Pittsburgh,PA,
HighSchool,2002,216,Nate Schiccatano,Southern Columbia,Notre Dame,RB,75,215,4,0.9,Catawissa,PA,
HighSchool,2002,217,Fred Matua,Phineas Banning Senior,USC,DT,75,290,4,0.9,Wilmington,CA,
HighSchool,2002,218,Sammy Joseph,Archbishop Shaw,Colorado,CB,73,185,4,0.9,Marrero,LA,
HighSchool,2002,219,Dallas Sartz,Granite Bay,USC,OLB,77,215,4,0.9,Granite Bay,CA,
HighSchool,2002,220,Garett Wibel,Archbishop Rummel,LSU,OG,75,315,4,0.9,Metairie,LA,
HighSchool,2002,221,Brandon Snow,Newark,Penn State,FB,74,225,4,0.9,Newark,DE,
HighSchool,2002,222,Elijah Dukes,Hillsborough,NC State,OLB,75,225,4,0.9,Tampa,FL,
HighSchool,2002,223,Carl Tabb,Huron,Michigan,WR,74,180,4,0.9,Ann Arbor,MI,
HighSchool,2002,224,Marcus Hamilton,Centreville,Virginia,CB,73,180,4,0.9,Clifton,VA,
HighSchool,2002,225,Jemalle Cornelius,Fort Meade,Florida,ATH,73,175,4,0.9,Fort Meade,FL,
HighSchool,2002,226,Mike Kolodziej,Joliet Catholic Academy,Michigan,OT,79,275,4,0.9,Joliet,IL,
HighSchool,2002,227,Brandon Cox,Hewitt-Trussville,Auburn,PRO,75,190,4,0.9,Trussville,AL,
HighSchool,2002,228,Keith Andrews,Ouachita Christian School,Mississippi State,K,72,175,4,0.9,Monroe,LA,
HighSchool,2002,229,L'Tydrick Riley,Crockett,Texas A&M,ATH,76,220,4,0.9,Crockett,TX,
HighSchool,2002,230,I'Lario Vital,McClymonds,San José State,S,71,207,4,0.9,Oakland,CA,
HighSchool,2002,231,Sam McGrew,Wakulla,Florida State,ILB,75,220,4,0.9,Crawfordville,FL,
HighSchool,2002,232,Justin Miller,Owensboro,Clemson,CB,72,180,4,0.9,Owensboro,KY,
HighSchool,2002,233,Buster Davis,Mainland,Florida State,ILB,71,228,4,0.9,Daytona Beach,FL,
HighSchool,2002,234,Roy Hall,Brush,Ohio State,WR,75,200,4,0.9,Cleveland,OH,
HighSchool,2002,235,Joe Newton,Roseburg,Oregon State,TE,79,235,4,0.9,Roseburg,OR,
HighSchool,2002,236,Brandon Williams,Shaw,Auburn,CB,73,196,4,0.9,Columbus,GA,
HighSchool,2002,237,Skyler Green,L.w. Higgins,LSU,APB,69,192,4,0.9,Marrero,LA,
HighSchool,2002,238,Anthony Johnson,Byrnes,UAB,DUAL,70,188,4,0.9,Duncan,SC,
HighSchool,2002,239,Jeff Edwards,Marist School,Stanford,OT,79,250,4,0.9,Atlanta,GA,
HighSchool,2002,240,Ben Patrick,Jenkins,Duke,TE,76,260,4,0.9,Savannah,GA,
HighSchool,2002,241,Demario Minter,Stephenson,Georgia,CB,71,180,4,0.9,Stone Mountain,GA,
HighSchool,2002,242,William Blackmon,Bishop Hendricken,Boston College,APB,72,185,4,0.9,Warwick,RI,
HighSchool,2002,243,Terry Richardson,Centennial,Arizona State,ATH,73,190,4,0.9,Corona,CA,
HighSchool,2002,244,Scott White,Mission Bay,Washington,ILB,75,230,4,0.9,San Diego,CA,
HighSchool,2002,245,Curtis James,Mira Mesa,Iowa State,OT,77,305,4,0.9,San Diego,CA,
HighSchool,2002,246,Brandon Ala,Kamehameha,Washington,ILB,75,225,4,0.9,Honolulu,HI,
HighSchool,2002,247,Drew Stanton,Harrison,Michigan State,PRO,76,215,4,0.9,Farmington,MI,
HighSchool,2002,248,David Thomas,Frenship,Texas,TE,75,210,4,0.9,Wolfforth,TX,
HighSchool,2002,249,Quinton McCoy,Valley Christian,Michigan,ATH,71,175,4,0.9,Chandler,AZ,
HighSchool,2002,250,Tim Schafer,Upper Arlington,Ohio State,SDE,77,245,4,0.9,Columbus,OH,
HighSchool,2002,251,Shadu Moore,Paterson Catholic,Boston College,OG,76,300,4,0.9,Paterson,NJ,
HighSchool,2002,252,Josh Beekman,Amsterdam,Boston College,OG,75,320,4,0.9,Amsterdam,NY,
HighSchool,2002,253,Blair Irvin,Patterson,LSU,ATH,72,170,4,0.9,Patterson,LA,
HighSchool,2002,254,Antwuan Smith,Buchanan,UCLA,WR,72,180,4,0.9,Clovis,CA,
